lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr
verantwortungsvoll	ADJ	responsible	with a lot of responsibility	verantwortungsvoll	mit Verantwortung verbunden	à haute responsabilité		mengt Der, Dir wiert gemaach fir esou e verantwortungsvolle Posten? 	VERANTWORTUNGSVOLL1UNI2	worthy of or requiring responsibility or trust; or held accountable	0.3854575753211975				
verbal	ADJ	verbal	oral	verbal	mit Worten	verbal	oral	d'Politikerin huet geloossen op déi verbal Attacke reagéiert 	VERBAL1UNI1	expressed in spoken words	0.25807225704193115			expressed orally	0.5100183486938477
verbal	ADJ	verbal	relating to a verb	verbal	als Verb	verbal	relatif au verbe	déi Iddi kritt ee verbal besser ausgedréckt ewéi mat engem Substantiv 	VERBAL1UNI2	of or relating to or formed from a verb	0.6487563252449036			relating to or having facility in the use of words	0.5295977592468262
Verband	SUBST	bandage		Verband	Bandage	bandage	pansement	den Infirmier huet de Verband virsiichteg lassgewéckelt 	VERBAND1UNI1			ein Stück weiches Material, das einen verletzten Teil des Körpers bedeckt und schützt	0.5247656106948853		
verbannen	VRB	to bandage		verbinden	bandagieren, zubinden	faire un bandage à		de Blesséierte krut nach op der Plaz vum Accident den Aarm verbonnen 	VERBANNEN1UNI1			mit etwas umwickeln, um es zu bedecken oder zu umschließen	0.722099781036377		
verbannen	VRB	to join together		verbinden	aneinander befestigen	assembler	fixer l'un(e) à l'autre	déi zwee eisen Elementer gi mat Nitte verbonnen 	VERBANNEN1UNI2			miteinander verbinden	0.7396052479743958		
verbannen	VRB	to combine	to unite	verbinden	in Einklang bringen	allier	combiner	eisen Hotel verbënnt Traditioun a Modernitéit 	VERBANNEN1UNI5	join for a common purpose or in a common action	0.4499014616012573	verbinden oder kombinieren	0.7790998220443726		
verbannen	VRB	to link	emotionally	verbinden	emotional	lier	par un lien affectif	eis verbënnt schonn zënter der Schoulzäit eng enk Frëndschaft 	VERBANNEN1UNI6	make a logical or causal connection	0.1315583735704422				
verbassen	ADJ	dogged		verbissen	hartnäckig	acharné		trotz hirem verbassenen Asaz konnt d'Biergerinitiativ d'Autobunn net verhënneren 	VERBASSEN1UNI2			mitgroßem Ehrgeiz	0.51909339427948		
Verbatterung	SUBST	bitterness	resentment	Verbitterung		amertume	ressentiment	aus Verbatterung a Roserei huet d'Buergermeeschtesch decidéiert ze demissionéieren 	VERBATTERUNG1UNI1	a feeling of deep and bitter anger and ill-will	0.5767237544059753			a feeling of deep and bitter anger and ill-will	0.5767237544059753
verbauen	VRB	to block	with a construction	verbauen	versperren	obstruer	par des constructions	déi schéi Vue op de Bësch gëtt duerch e grousst Appartementshaus verbaut 	VERBAUEN1UNI1	shape by using a block	0.39949852228164673				
verbauen	VRB	to use	as building material	verbauen	als Baumaterial verwenden	utiliser	comme matériaux de construction	an eisem neien Haus gëtt nëmmen ëmweltfrëndlecht Material verbaut 	VERBAUEN1UNI2	put into service; make work or employ for a particular purpose or for its inherent or natural purpose	0.25742000341415405				
verbauen	VRB	to overspend	a construction budget	sich verbauen	sich verausgaben	dépasser son budget de construction		hien ass al verschëlt, well en sech mat senger Villa verbaut hat 	VERBAUEN1UNI6	spend more than available of (a budget)	0.42576366662979126				
verbéien	VRB	to bend	to twist	verbiegen		tordre	courber	wien huet d'Piquete vum Zelt esou verbéit ? 	VERBEIEN1UNI1	bend one's back forward from the waist on down	0.4427647292613983			twist and press out of shape	0.5661965012550354
verbéien	VRB	to bend	to become bent, to become twisted	sich verbiegen		se tordre		de Guidon vu mengem Moto hat sech beim Accident verbéit 	VERBEIEN1UNI2	bend one's back forward from the waist on down	0.5246038436889648			twist and press out of shape	0.527326762676239
verbéissen	VRB	to serve	a sentence	verbüßen		purger	une peine	nodeem de Verbriecher d'Hallschent vun senger Strof verbéisst hat , gouf en aus dem Prisong entlooss 	VERBEISSEN1UNI1	serve a purpose, role, or function	0.3134157061576843				
verbesseren	VRB	to mark	to correct, to assess	korrigieren	Fehler feststellen, bewerten	corriger	relever les fautes de, évaluer	de Schoulmeeschter huet d'Prüfung nach net verbessert 	VERBESSEREN1UNI1	notice or perceive	0.3568393588066101			make improvements or corrections to	0.5968760848045349
verbesseren	VRB	to improve		verbessern	besser machen	améliorer	changer en mieux	déi maschinell Produktioun muss nach verbessert ginn 	VERBESSEREN1UNI2			sich bessern	0.8074421882629395		
verbesseren	VRB	to correct	to rectify mistakes	verbessern	berichtigen	corriger	redresser les fautes de	verbesser mer deen Text, wannechgelift! 	VERBESSEREN1UNI3	make reparations or amends for	0.5698190927505493	sich bessern	0.6421751379966736	make improvements or corrections to	0.6375306248664856
Verbesserung	SUBST	improvement		Verbesserung	Besserung	amélioration	changement en mieux	d'Gewerkschaft fuerdert eng Verbesserung vun den Aarbechtsbedéngungen 	VERBESSERUNG1UNI1			der Akt der Verbesserung von etwas	0.6850582361221313		
Verbesserung	SUBST	marking	correction, assessment	Korrektur	Fehlerermittlung, Bewertung	correction	relevé des fautes, évaluation	d'Krittäre fir d'Verbesserung vum Exame si kloer definéiert 	VERBESSERUNG1UNI2	evaluation of performance by assigning a grade or score	0.4749254286289215				
Verbesserung	SUBST	correction	rectification of mistakes	Verbesserung	Vorgang	correction	redressement des fautes	d'Schüler kruten eng hallef Stonn Zäit fir d'Verbesserung vun hirer Prüfung 	VERBESSERUNG1UNI4	the act of offering an improvement to replace a mistake; setting right	0.5952233672142029			the act of offering an improvement to replace a mistake; setting right	0.5952232480049133
Verbindung	SUBST	connection		Verbindung	Zusammenhang	lien	rapport	der Police no gëtt et keng Verbindung tëschent deenen zwee Verbriechen 	VERBINDUNG1UNI1			Zustand, verbunden zu sein	0.7057088613510132		
Verbindung	SUBST	connection	transport link	Verbindung	Verkehrsverbindung	liaison	dans les transports	dës schmuel Bréck ass déi eenzeg Verbindung tëschent der Insel an dem Festland 	VERBINDUNG1UNI2	shifting from one form of transportation to another	0.4973229169845581	Umstieg von einer Transportmöglichkeit auf eine andere	0.570664644241333		
Verbindung	SUBST	connection	telephone	Verbindung		ligne		ech verstinn dech bal net, d'Verbindung ass ganz schlecht 	VERBINDUNG1UNI3	the act of bringing two things into contact (especially for communication)	0.3046213984489441				
verbläit	ADJ	leaded	petrol	verbleit	Benzin	au plomb	essence	hautdesdaags gëtt et bal kee verbläite Bensinn méi op den Tankstellen 	VERBLAIT1UNI1	treated or mixed with lead	0.2832416892051697				
verblatzen	VRB	to fade	colour	verblassen	blass werden	se ternir		déi al Affichen un der Mauer si mat der Zäit verblatzt 	VERBLATZEN1UNI1	become less clearly visible or distinguishable; disappear gradually or seemingly	0.2529752254486084	schwächer werden	0.5741049647331238		
verblatzen	VRB	to fade	in memory	verblassen	Erinnerungen	pâlir	dans la mémoire	d'Erënnerungen u meng Schoulzäit verblatze lues a lues 	VERBLATZEN1UNI2	disappear gradually	0.30318063497543335				
Verbond	SUBST	alliance		Verbund	Zusammenschluss	groupement (d'intérêt)		d'Busgesellschaften am Süde vum Land hunn sech an engem Verbond zesummegedoen 	VERBOND1UNI1			das Auftreten eines Zusammenschlusses von getrennten Teilen	0.5946886539459229		
Verbraucherin	SUBST	consumer	female	Verbraucherin		consommatrice		als Verbraucherin ass et mer wichteg, datt de Rapport tëschent Qualitéit a Präis stëmmt 	VERBRAUCHERIN1UNI1	a person who uses goods or services	0.14988663792610168				
verbreeden	VRB	to spread	to extend	verbreiten	ausbreiten	répandre	propager	d'Raten hunn d'Pescht an der ganzer Stad verbreet 	VERBREEDEN1UNI1	move outward	0.4243611991405487	sich verbreiten oder weit verbreiten	0.7596198320388794		
verbreeden	VRB	to spread	to extend	sich verbreiten	sich ausbreiten	se répandre		d'Epidemie huet sech séier verbreet 	VERBREEDEN1UNI5	move outward	0.4243611991405487	sich ausbreiten oder verbreiten durch	0.8608459234237671		
verbréngen	VRB	to spend	to pass time	verbringen	Zeit	passer	un certain temps	mäi Papp verbréngt de ganzen Dag virum Computer 	VERBRENGEN1UNI1	pass time in a specific way	0.39638978242874146	eine Zeitspanne auf eine bestimmte Weise nutzen	0.5598936676979065		
verbrennen	VRB	to burn	to destroy by fire	verbrennen	durch Feuer zerstören	brûler	détruire par le feu	ech hunn déi eidel Këschten am Gaart verbrannt 	VERBRENNEN1UNI1	destroy by fire	0.8767383098602295	durch Feuer zerstören	1.000000238418579		
verbrennen	VRB	to burn	to injure	verbrennen	verletzen	brûler	blesser	ech hu mer d'Fangeren un der Kachplack verbrannt 	VERBRENNEN1UNI2	cause a sharp or stinging pain or discomfort	0.4237590432167053				
verbrennen	VRB	to burn	to damage, to spoil	verbrennen	beschädigen, unbrauchbar machen, ungenießbar machen	brûler	endommager, rendre inutilisable, rendre impropre à la consommation	beim Strecken hunn ech mer mäi schéint Hiem verbrannt 	VERBRENNEN1UNI3	destroy by fire	0.4517548680305481				
verbrennen	VRB	to burn	at the stake	verbrennen	durch Feuer töten	brûler	tuer par le feu	an der Zäit si vill Fraen als Hexe verbrannt ginn 	VERBRENNEN1UNI4	burn at the stake	0.8291246294975281	durch Feuer zerstören	0.8701861500740051		
verbrennen	VRB	to burn	to be destroyed by fire, by heat	verbrennen	durch Feuer, durch Hitze zerstört werden	brûler	être détruit par le feu, par la chaleur	beim Feier an der Bibliothéik ass e groussen Deel vun de Bicher verbrannt 	VERBRENNEN2UNI1	destroy by fire	0.6769408583641052	durch Feuer zerstören	0.8407093286514282		
verbrennen	VRB	to burn	to death	verbrennen	durch Feuer umkommen	brûler	périr par le feu	d'Astronaute sinn an hirer Kapsel verbrannt 	VERBRENNEN2UNI2	burn at the stake	0.5091624855995178	durch Feuer zerstören	0.6870043277740479		
Verbrennung	SUBST	burn	injury	Verbrennung	Brandwunde	brûlure	lésion	zwou Persoune si mat schwéiere Verbrennungen an d'Spidol ageliwwert ginn 	VERBRENNUNG1UNI1	an injury caused by exposure to heat or chemicals or radiation	0.3675670623779297	eine oberflächliche Verbrennung	0.6581872701644897		
Verbrennung	SUBST	combustion		Verbrennung	Verbrennungsvorgang	combustion		bei der Verbrennung vu Kuelen entsti Gaser, déi geféierlech fir d'Gesondheet sinn 	VERBRENNUNG1UNI2			die Handlung, etwas zu verbrennen	0.7708120942115784		
Verbriecherin	SUBST	criminal	female	Verbrecherin		criminelle		d'Verbriecherin gouf zu aacht Joer Prisong verurteelt 	VERBRIECHERIN1UNI1	someone who has committed a crime or has been legally convicted of a crime	0.17321616411209106				
Verbuet	SUBST	ban	prohibition	Verbot		interdiction		d'Experte si fir e Verbuet vun där geféierlecher Substanz 	VERBUET1UNI1	an official prohibition or edict against something	0.6133065819740295				
verdamen	VRB	to condemn	to censure	verdammen	anprangern, ablehnen	fustiger		du kanns dach hautdesdaags kee méi verdamen , well e gescheet gëtt! 	VERDAMEN1UNI1	demonstrate the guilt of (someone)	0.4623940587043762				
verdauen	VRB	to digest	food	verdauen	Nahrung	digérer	des aliments	ech verdauen dat fettegt Iessen net gutt 	VERDAUEN1UNI1	convert food into absorbable substances	0.28928861021995544				
verdauen	VRB	to digest	to accept	verdauen	seelisch verarbeiten	digérer	accepter	hien huet déi Blamage bis haut net verdaut 	VERDAUEN1UNI2	put up with something or somebody unpleasant	0.347555935382843				
verdecken	VRB	to cover up		verdecken	abdecken, überdecken	couvrir	cacher, masquer	d'Meedchen huet seng Läinzeechen am Hals mat engem Fischi verdeckt 	VERDECKEN1UNI1			verschmieren; durch Verwischen verschmutzen	0.5557465553283691		
verdeelen	VRB	to spread out		verteilen	ausbreiten	répartir	étaler	ier s de séis, muss de de Buedem am Beet gläichméisseg verdeelen 	VERDEELEN1UNI1			über eine Fläche streuen oder verteilen	0.5434356331825256		
verdeelen	VRB	to divide up	to allocate	verteilen		répartir	distribuer	well den Zuch eng Pann hat, goufen d'Leit op Busse verdeelt 	VERDEELEN1UNI2					distribute according to a plan or set apart for a special purpose	0.5294213891029358
verdeelen	VRB	to hand out		verteilen	austeilen	distribuer	à plusieurs personnes	ee Gléck, datt mer Fräiwëlleger hunn, déi d'Broschüre verdeelen ! 	VERDEELEN1UNI3			freisetzen	0.517058253288269		
verdeelen	VRB	to bestow		verleihen	überreichen	distribuer		um Nationalfeierdag huet d'Buergermeeschtesch Gielercher verdeelt 	VERDEELEN1UNI4			eine Eigenschaft verleihen	0.5041239261627197		
Verdeelung	SUBST	distribution		Verteilung	Aufteilung	distribution		wéini de Projet fäerdeg gëtt, hänkt ënner anerem vun der Verdeelung vun den Tâchen of 	VERDEELUNG1UNI1			die Handlung des Verteilens oder Verteilens oder Aufteilens	0.6305496692657471		
Verdeelung	SUBST	distribution	to different people	Verteilung	Austeilung	distribution	à plusieurs personnes	et këmmere sech eng Rei Benevollen ëm d'Verdeelung vu Gezei un d'Flüchtlingen 	VERDEELUNG1UNI2	the act of distributing or spreading or apportioning	0.22278623282909393	die Handlung des Verteilens oder Verteilens oder Aufteilens	0.686578631401062		
Verdeelung	SUBST	award		Verleihung	Überreichung	distribution		d'Verdeelung vun de Präisser vum Molconcours ass am spéiden Nomëtteg 	VERDEELUNG1UNI3			eine Gabe, die verliehen oder überreicht wird	0.6743984222412109		
verdéiwen	VRB	to develop		vertiefen	sich eingehender beschäftigen mit	approfondir	examiner	mir hunn elo keng Zäit, fir dat Theema ze verdéiwen 	VERDEIWEN1UNI2			vergrößern oder intensivieren	0.6124989986419678		
verdéngen	VRB	to earn	money	verdienen	Geld	gagner	de l'argent	den neie Steiersystem favoriséiert d'Leit, déi net vill verdéngen 	VERDENGEN1UNI1	acquire or deserve by one's efforts or actions	0.2908918261528015				
Verdéngscht	SUBST	income	wages, salary	Verdienst	Lohn	revenu	du travail	hien huet vill Aarbecht, mee nëmmen e klenge Verdéngscht 	VERDENGSCHT1UNI1	the financial gain (earned or unearned) accruing over a given period of time	0.19760386645793915	Vergütung für eine geleistete Arbeit.	0.6953233480453491		
Verdéngscht	SUBST	service		Verdienst	Leistung	accomplissement		an enger Feierstonn gouf de Beamte fir seng Verdéngschter geéiert 	VERDENGSCHT1UNI3			jede bewundernswerte Qualität oder Eigenschaft	0.543660044670105		
verdiebelen	VRB	to bend	to deform	verbiegen		plier	déformer	verdiebel mer mäi Fuusseschwanz net! 	VERDIEBELEN1UNI1	bend one's back forward from the waist on down	0.48539969325065613				
verdierflech	ADJ	perishable		verderblich	leicht verderbend	périssable		Fësch a Fleesch si verdierflech Wueren, déi an de Frigo gehéieren 	VERDIERFLECH1UNI1			abscheulich; verachtenswert	0.5793057680130005		
verdierwen	VRB	to spoil	to mar, to upset	verderben	zunichte machen	gâcher	compromettre	dat schlecht Wieder kann engem richteg d'Laun verdierwen ! 	VERDIERWEN1UNI1	make a mess of, destroy or ruin	0.4582975208759308	unvollkommen machen	0.6756970882415771		
verdierwen	VRB	to corrupt	morally	verderben	moralisch, sittlich	pervertir		dee schlechten Ëmgang huet eise Bouf verduerwen 	VERDIERWEN1UNI2	corrupt morally or by intemperance or sensuality	0.45354944467544556				
Verdikt	SUBST	verdict	judgement	Urteil	Richterspruch	verdict	jugement	d'Riichter hunn d'Héicht vun der Geldstrof am Verdikt festgehalen 	VERDIKT1UNI1	(law) the findings of a jury on issues of fact submitted to it for decision; can be used in formulating a judgment	0.4576721489429474	(Recht) die Feststellungen der Geschworenen zu den ihnen zur Entscheidung vorgelegten Tatsachenfragen; kann zur Formulierung eines Urteils verwendet werden	0.5527471303939819		
Verdikt	SUBST	verdict	decision	Urteil		verdict	décision	beim Referendum war de Verdikt vun de Wieler eendeiteg 	VERDIKT1UNI2	(law) the findings of a jury on issues of fact submitted to it for decision; can be used in formulating a judgment	0.2587750256061554				
verdrängen	VRB	to drive out		verdrängen	ersetzen	évincer		déi grouss Supermarchéen hunn déi kleng Butteker scho laang verdrängt 	VERDRANGEN1UNI1			überwinden oder besänftigen	0.5945245623588562		
verdrängen	VRB	to repress	to inhibit	verdrängen	aus dem Bewusstsein	refouler	rejeter, refuser de voir	hie gouf depressiv, well en seng Problemer jorelaang verdrängt hat 	VERDRANGEN1UNI2	block the action of	0.6053319573402405	aus dem Bewusstsein verdrängen	0.7845474481582642	control and refrain from showing; of emotions, desires, impulses, or behavior	0.5156213045120239
Verdrängung	SUBST	suppression	of thoughts and emotions	Verdrängung	aus dem Bewusstsein	refoulement	refus d'extériorisation	d'Psychologin huet dem Patient erkläert, datt d'Verdrängung vun deem traumatesche Virfall net gesond wier 	VERDRANGUNG2UNI2	(psychology) the conscious exclusion of unacceptable thoughts or desires	0.45744454860687256				
verdréien	VRB	to twist	to dislocate	verdrehen	verrenken	tordre	une articulation	hal op, du verdréis mer den Aarm! 	VERDREIEN1UNI1	twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates	0.5290071964263916				
verdreiwen	VRB	to drive away		vertreiben	wegtreiben, beseitigen	chasser	faire partir	dem Hond säi Gebills ass duergaangen, fir d'Abriecher ze verdreiwen 	VERDREIWEN1UNI1			erzwingen oder vertreiben	0.5764416456222534		
verdreiwen	VRB	to market		vertreiben	verkaufen	commercialiser		eis Firma verdreift als eenzeg dës Gamm vu Produiten hei am Land 	VERDREIWEN1UNI4			verschenken, verkaufen oder an einen anderen übertragen	0.6425002217292786		
Vereenegung	SUBST	association	group of people	Vereinigung	Verein	association	groupement de personnes	d'Vereenegung vun de Sportfëscher huet e Samschdeg hir Generalversammlung 	VEREENEGUNG1UNI2	a formal organization of people or groups of people	0.544021725654602	Mitgliedschaft in einer Organisation oder Gruppe	0.6158290505409241		
Vereerer	SUBST	admirer	suitor	Verehrer	Bewerber	soupirant		ech mengen, meng Schwëster huet en heemleche Vereerer 	VEREERER1UNI2	someone who admires a young woman	0.4314519464969635				
verëffentlechen	VRB	to publish		veröffentlichen	gedruckt erscheinen lassen	publier		der Schrëftstellerin hir Gedichter ginn a bekannte literareschen Zäitschrëfte verëffentlecht 	VEREFFENTLECHEN1UNI1			(seine Arbeit) zur Veröffentlichung herausgeben lassen	0.5610617995262146		
Verëffentlechung	SUBST	publication	issuing, release	Veröffentlichung	Publizierung	publication	action d'éditer	de Verlag huet d'Verëffentlechung vun engem neie Kachbuch ugekënnegt 	VEREFFENTLECHUNG1UNI1	the act of issuing printed materials	0.49673688411712646	die Herausgabe von Druckerzeugnissen zum Verkauf oder zur Verbreitung	0.6454395651817322		
Verëffentlechung	SUBST	publication	announcement	Veröffentlichung	Bekanntmachung	publication	action de rendre public	no der Verëffentlechung vun de Walresultater koum et zu Demonstratiounen 	VEREFFENTLECHUNG1UNI2	the communication of something to the public; making information generally known	0.4317218065261841	die Mitteilung von etwas an die Öffentlichkeit; die allgemeine Bekanntmachung von Informationen	0.6124440431594849		
veréieren	VRB	to worship	to adore	verehren		vénérer		verschidde Filmstare gi vu Millioune vu Leit veréiert 	VEREIEREN1UNI1	love unquestioningly and uncritically or to excess; venerate as an idol	0.6558259129524231				
Veréierer	SUBST	admirer	suitor	Verehrer	Freund, Liebhaber	admirateur		meng Schwëster huet en heemleche Veréierer , deen hir stänneg Blumme schéckt 	VEREIERER1UNI2	someone who admires a young woman	0.4314519464969635	ein leidenschaftlicher Anhänger und Verehrer	0.504473865032196		
Veréierin	SUBST	admirer	suitor	Verehrerin	Freundin, Liebhaberin	admiratrice		ech hunn eng heemlech Veréierin , déi mer stänneg Blumme schéckt 	VEREIERIN1UNI2	someone who admires a young woman	0.4314519464969635				
verfalen	VRB	to deteriorate	to fall into disrepair	verfallen	baufällig werden	se délabrer		et ass schued, datt dat schéint aalt Gebai esou verfält 	VERFALEN1UNI1	become worse or disintegrate	0.5463305711746216				
verfalen	VRB	to sink into		verfallen	erliegen	sombrer dans		hien ass leider dem Alkohol verfall 	VERFALEN1UNI2			entgleiten lassen	0.603513240814209		
verfalen	VRB	to expire	to become invalid	verfallen		expirer	se périmer	ech hat net opgepasst, mäin Zuchbilljee ass verfall 	VERFALEN1UNI3	lose validity	0.5574255585670471				
verfalen	VRB	to disintegrate	from cooking	zerfallen	beim Kochen	se déliter	à la cuisson	kach d'Gromperen net ze laang, soss verfalen se! 	VERFALEN1UNI4	cause to undergo fission or lose particles	0.1588709056377411				
Verfall	SUBST	dilapidation	of a building	Verfall	eines Gebäudes	délabrement	dégradation par vétusté	eis Vereenegung wëllt eng Rei historesch Gebaier virum Verfall retten 	VERFALL1UNI1	the process of becoming dilapidated	0.43398404121398926				
Verfall	SUBST	decline		Verfall	Niedergang	chute		de Verfall vun esou engem räiche Land war net virauszegesinn 	VERFALL1UNI3			der Prozess des Verfallens	0.628166913986206		
verfänken	VRB	to become entangled		sich verfangen	sich verwickeln	se prendre	se coincer	de Geessebock hat sech mat den Haren am Maschendrot verfaangen 	VERFANKEN1UNI1			sich an einem Haken verfangen	0.663426399230957		
Verfaren	SUBST	procedure	method	Verfahren	Methode	procédé	méthode	den Erfinder huet säin neit Verfare patentéiere gelooss 	VERFAREN1UNI1	a particular course of action intended to achieve a result	0.34325623512268066				
Verfassung	SUBST	constitution	fundamental set of laws	Verfassung	Grundgesetz	constitution	loi fondamentale	dem Minister seng Pouvoire ginn duerch d'Verfassung gereegelt 	VERFASSUNG1UNI1	law determining the fundamental political principles of a government	0.47510677576065063	Gesetz, das die grundlegenden politischen Prinzipien einer Regierung festlegt	0.639434814453125		
Verfassung	SUBST	condition	state of health	Verfassung	Zustand	état	physique, mental	wéi ech mäi Monni fir d'lescht gesinn hunn, war en an enger schlechter Verfassung 	VERFASSUNG1UNI2	the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape')	0.664985179901123				
verfault	ADJ	bad	putrescent	verfault		pourri		am Keller richt et no verfaulte Gromperen 	VERFAULT1UNI1	not capable of being collected	0.22283491492271423				
Verfechterin	SUBST	defender	female	Verfechterin		défenseur		meng Kusin ass eng iwwerzeegte Verfechterin vum Sozialismus 	VERFECHTERIN1UNI1	a fighter who holds out against attack	0.18226005136966705				
verfeieren	VRB	to burn	as fuel	verfeuern	als Brennstoff	brûler	pour se chauffer	mir hunn dëse Wanter schonn eng ganz Kouert Holz verfeiert 	VERFEIEREN2UNI1	use up (energy)	0.46266257762908936				
verfeineren	VRB	to refine	a taste	verfeinern		affiner		de Kach huet d'Zooss mat engem Schotz Wäi verfeinert 	VERFEINEREN1UNI1	reduce to a fine, unmixed, or pure state; separate from extraneous matter or cleanse from impurities	0.19818858802318573				
verfilmen	VRB	to film	to make a film of	verfilmen		porter à l'écran		mengem Liblingsauteur säi leschte Roman gouf verfilmt 	VERFILMEN1UNI1	make a film or photograph of something	0.7593292593955994				
verflappen	VRB	to blab	a secret	plaudern	ausplaudern	vendre la mèche		d'Oppositioun hat Wand vun där Saach kritt, well en Deputéierte sech verflappt hat 	VERFLAPPEN1UNI1	divulge confidential information or secrets	0.49092599749565125	ein Gespräch führen	0.571753203868866		
verflechten	VRB	linked		verflechten	verbinden	lier étroitement		déi zwou Organisatioune sinn enk matenee verflecht 	VERFLECHTEN1UNI1			sich verdrehen oder zusammenflechten, verflechten	0.5027339458465576		
verfleegen	VRB	to supply	with rations	verpflegen		ravitailler (en vivres)		d'Flüchtlingen um Rand vum Krichsgebitt gi vun Hëllefsorganisatioune verfleegt 	VERFLEEGEN1UNI1	give what is desired or needed, especially support, food or sustenance	0.2828589081764221				
Verfleegung	SUBST	provisioning		Verpflegung	Versorgung	ravitaillement	logistique	um Scoutscamp war ech fir d'Verfleegung zoustänneg 	VERFLEEGUNG1UNI1			Bereitstellung von Lebensmitteln und Dienstleistungen	0.6023560762405396		
verfléien	VRB	to fly	time	verfliegen		filer	temps, sentiment, sensation	wat ee méi al gëtt, wat d'Zäit méi séier verflitt 	VERFLEIEN1UNI2	move quickly or suddenly	0.2724561095237732				
verflichten	VRB	to sign	to recruit	verpflichten	einstellen	prendre sous contrat		de Sportsclub huet et fäerdegbruecht, e ganz renomméierten Trainer ze verflichten 	VERFLICHTEN1UNI3	engage by written agreement	0.156873881816864	erforderlich machen oder verlangen	0.5651346445083618		
Verflichtung	SUBST	obligation		Verpflichtung	Abmachung, Pflicht	engagement		mir gi keng Verflichtung an, déi mir net kënnen anhalen 	VERFLICHTUNG1UNI1			was getan werden muss, was von einem verlangt oder erwartet wird	0.5987539887428284		
verfollegen	VRB	to chase		verfolgen	einzufangen suchen	poursuivre	pourchasser	d'Police huet en Auto verfollegt , dee vill ze séier gefuer ass 	VERFOLLEGEN1UNI1			in der Absicht zu fangen, verfolgen	0.598388671875		
verfollegen	VRB	to strive for		verfolgen	erstreben	suivre	chercher à atteindre, à réaliser	hien huet dat Zil säi ganzt Liewe laang verfollegt 	VERFOLLEGEN1UNI2			weiterführen oder voranbringen	0.5886844992637634		
verfollegen	VRB	to follow	to take an interest in	verfolgen	beobachten	suivre	s'intéresser à	ech verfollegen deem Kënschtler seng Aarbecht zënter Joren 	VERFOLLEGEN1UNI4	follow, discover, or ascertain the course of development of something	0.41107290983200073	verfolgen oder wie verfolgen	0.5990352630615234		
verfrachten	VRB	to load	to stow	verfrachten	verladen, verstauen	charger	un chargement, une cargaison	d'Gidder ginn am Hafe vum Zuch op d'Schëff verfracht 	VERFRACHTEN1UNI1	put (something) on a structure or conveyance	0.41843366622924805	gewerbsmäßig transportieren	0.5099519491195679		
verfrachten	VRB	to ship	to transport	verfrachten	transportieren, befördern	acheminer		d'Containere ginn hei gesammelt, ier se an d'Ausland verfracht ginn 	VERFRACHTEN1UNI2	transport commercially	0.6166520118713379	gewerbsmäßig transportieren	0.6603075265884399		
Verfügung	SUBST	provision	clause	Verfügung	Bestimmung	disposition	clause	an der testamentarescher Verfügung steet, wéi d'Ierfschaft opgedeelt gëtt 	VERFUGUNG1UNI2	a stipulated condition	0.4805264174938202				
Vergaangenheet	SUBST	past	former times	Vergangenheit	vergangene Zeiten	passé	temps révolu	an der Vergaangenheet si vill Leit um Blinddarm gestuerwen 	VERGAANGENHEET1UNI1	the time that has elapsed	0.31043434143066406	die Zeit, die verstrichen ist	0.640426516532898		
vergasen	VRB	to gas	to kill	vergasen	töten	gazer	tuer	et si Millioune vu Leit an de Konzentratiounslagere vergaast ginn 	VERGASEN1UNI1	show off	0.23574283719062805				
Vergënschtegung	SUBST	benefit	granted by an authority	Vergünstigung		avantage	accordé par une autorité	als bestuete Koppel kann ee vu verschiddene steierleche Vergënschtegunge profitéieren 	VERGENSCHTEGUNG1UNI1	something that aids or promotes well-being	0.2248000204563141				
vergiessen	VRB	to forget	to fail to remember	vergessen	sich nicht mehr erinnern an	oublier	ne plus se souvenir de	hien huet eise Rendez-vous vun de Mueren doudsécher vergiess 	VERGIESSEN1UNI1	be unable to remember	0.7864668369293213	sich nicht mehr erinnern können	0.9403369426727295		
vergiessen	VRB	to forget	inadvertently	vergessen	zurücklassen	oublier	par inadvertance	ech hu mäi Portmonni vergiess , kanns du fir mech bezuelen? 	VERGIESSEN1UNI3	leave behind unintentionally	0.4654117822647095				
verglasen	VRB	to glaze	to put glass in	verglasen		vitrer		d'Passerell tëschent deenen zwee Gebaier gouf verglaast 	VERGLASEN1UNI1	furnish with glass	0.5108252763748169				
vergoen	VRB	to subside		vergehen	schwinden	passer	s'estomper	wann d'Péng net vergeet , da muss de bei den Dokter goen 	VERGOEN1UNI2			allmählich verschwinden	0.5027589797973633		
vergréisseren	VRB	to enlarge	in numbers	vergrößern	zahlen-, mengenmäßig	agrandir	en nombre, en quantité	den Elektriker huet seng Ekipp mat zwee Léierbouwe vergréissert 	VERGREISSEREN1UNI2	make larger	0.18716493248939514				
Vergréisserung	SUBST	enlargement	spatial	Vergrößerung	räumlich	agrandissement	en superficie, en espace	no der Vergréisserung vum Lycée ass Plaz fir iwwer 1000 Schüler 	VERGREISSERUNG1UNI1	the state of being enlarged	0.27715253829956055				
