lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence	lux_definition
Theaterstéck	SUBST	play	theatre	dat neit Theaterstéck ass beim Publikum gutt ukomm 	THEATERSTECK1UNI1	a theatrical performance of a drama	0.7375493049621582	eng Opféierung vun engem dramatesche Wierk op enger Bühn
Theatervirstellung	SUBST	play	theatrical production	d'Kanner kruten no hirer Theatervirstellung vill Applaus 	THEATERVIRSTELLUNG1UNI1	a theatrical performance of a drama	0.8384227752685547	Eng Opféierung vun engem Theaterstéck.
Ticket	SUBST	ticket	entrance, travel	mir hunn eis Tickete fir an de Kino doheem leie gelooss! 	TICKET1UNI1	provide with a ticket for passage or admission	0.6233118772506714	Eng Entréeskaart ginn, fir Zougang oder Entrée ze kréien.
tippen	VRB	to tap	to touch	tipp däin Noper emol op d'Schëller! 	TIPPEN1UNI4	a light touch or stroke	0.6295718550682068	eng liicht Beréierung oder e liichte Schlag
Titchen	SUBST	joint	cannabis cigarette	de Premièresschüler krut eng Retenue, well en op der Toilette mat enger Titchen erwëscht gouf 	TITCHEN1UNI2	marijuana leaves rolled into a cigarette for smoking	0.7268028259277344	Marihuana-Blieder, déi zu enger Zigarett gerullt gi fir ze fëmmen.
Titel	SUBST	title	sporting distinction, championship	d'Volleyballsekipp huet hiren Titel als Landesmeeschter kënne verteidegen 	TITEL1UNI2	the status of being a champion	0.6091902256011963	De Statut, e Champion ze sinn.
Titel	SUBST	title	heading of a page, of a section	looss méi e groussen Espace tëschent dem Titel an dem Text 	TITEL1UNI3	a general or descriptive heading for a section of a written work	0.6362259387969971	eng allgemeng oder beschreiwend Iwwerschrëft fir en Deel vun engem schrëftlechen Text
Tomat	SUBST	tomato	fruit	et huet vill gereent, d'Tomaten am Gaart si bal all gebascht 	TOMAT1UNI2	mildly acid red or yellow pulpy fruit eaten as a vegetable	0.6268095970153809	Liicht sauer, rout oder giel Fleeschuebst, deen als Geméis giess gëtt.
Tomat	SUBST	tomato	fruit	wéi hien hatt gesinn huet, gouf e rout ewéi eng Tomat 	TOMAT1UNI2_EGS	mildly acid red or yellow pulpy fruit eaten as a vegetable	0.6268095970153809	Liicht sauer, rout oder giel Fleeschuebst, deen als Geméis giess gëtt.
Tomp	SUBST	nap	short sleep	nom Mëttegiessen hu mer e gudden Tomp gehalen 	TOMP1UNI1	a period of time spent sleeping	0.6981937289237976	Eng Zäitspan, déi ee schléift.
torpedéieren	VRB	to torpedo	with a torpedo	d'U-Boot huet dat feindlecht Schëff torpedéiert 	TORPEDEIEREN1UNI1	attack or hit with torpedoes	0.6737069487571716	Mat Torpedoe beschéissen oder treffen.
Tortur	SUBST	torture	suffering	fir mech ass et eng Tortur , de ganze Mëtteg duerch d'Butteker ze lafen 	TORTUR1UNI2	torment emotionally or mentally	0.6128959655761719	Emotional oder mental Qualen zoufügen.
Tosch	SUBST	swap	exchange	do hues de e gudden Tosch gemaach! 	TOSCH1UNI1	an equal exchange	0.6556298732757568	en Austausch mat gläichem Wäert
Total	SUBST	total	sum, number	den Total chiffréiert sech op 500 Milliounen Euro 	TOTAL2UNI1	add up in number or quantity	0.7520883083343506	zesummenzielen an Zuel oder Quantitéit
Touche	SUBST	touch	small amount	dësem kalen Interieur feelt eng Touche Faarf 	TOUCHE1UNI1	a slight but appreciable amount	0.7041362524032593	eng kleng awer spierbar Quantitéit
touchéieren	VRB	to touch	emotionally	dee léiwe Gest huet mech touchéiert 	TOUCHEIEREN1UNI3	affect emotionally	0.7312255501747131	emotional beréieren
toufen	VRB	to hurt	somebody's feelings	du hues mech mat denger Remark elle getouft 	TOUFEN1UNI1	hurt the feelings of	0.6130412220954895	d'Gefiller verletzen
Tour	SUBST	turn	of rotation	dréi d'Schrauwen nach en hallwen Tour bäi! 	TOUR1UNI7	accomplish by rotating	0.7132916450500488	Eppes fäerdegbréngen, andeems een et dréint.
traatschen	VRB	to shuffle	to drag one's feet	traatsch dach net mat denge fonkelneie Schong duerch de Bulli! 	TRAATSCHEN2UNI1	walk by dragging one's feet	0.7609500288963318	goen an dobäi seng Féiss nohanne schleefen
trainéieren	VRB	to train	to practise, to exercise	virum Championnat trainéiert den Turner all Dag stonnelaang um Barren 	TRAINEIEREN1UNI2	exercise in order to prepare for an event or competition	0.6192442774772644	Kierperlech Aktivitéite maachen, fir sech op eng Competitioun oder e sportlecht Evenement virzebereeden.
transferéieren	VRB	to transfer	to relocate, to redeploy, to reallocate, to transport	aus Käschtegrënn transferéiert eis Firma en Deel vun der Produktioun an d'Ausland 	TRANSFEREIEREN1UNI2	the act of moving something from one location to another	0.6867737174034119	D'Handlung, eppes vun enger Plaz op eng aner ze beweegen.
Transfert	SUBST	transfer	relocation, redeployment, reallocation	ech hunn en Transfert an en anere Service ugefrot 	TRANSFERT1UNI1	shift the position or location of, as for business, legal, educational, or military purposes	0.6932421922683716	Eng Positioun oder eng Plaz wiesselen, zum Beispill aus geschäftlechen, juristeschen, schouleschen oder militäresche Grënn.
Transfert	SUBST	transfer	transport, movement	den Transfert vun de Leit a vun hirem Gepäck geschitt mat Bussen 	TRANSFERT1UNI2	the act of moving something from one location to another	0.6509990692138672	D'Handlung eppes vun enger Plaz op eng aner ze bréngen.
Träpplek	SUBST	step	of a staircase	de Bréifdréier ass op engem glaten Träpplek ausgerëtscht 	TRAPPLEK1UNI1	the distance covered by a step	0.615165650844574	D'Distanz, déi ee mat engem Schratt zeréckleet.
traumatesch	ADJ	traumatic	psychologically	den Doud vun hirem Kand war fir d'Elteren en traumatescht Erliefnes 	TRAUMATESCH1UNI1	psychologically painful	0.615079402923584	séilesch schmäerzhaft
treffen	VRB	to meet	to touch, to join	do, wou zwou grouss Stroossen sech treffen , sinn dacks Rout Luuchten 	TREFFEN1UNI11	be in direct physical contact with; make contact	0.6371535658836365	a kierperlech a Beréierung sinn; a Kontakt kommen
Trei	SUBST	fidelity	loyalty, faithfulness	de Bräitchemann an d'Braut hunn sech éiweg Trei versprach 	TREI2UNI1	the quality of being faithful	0.8313499093055725	D'Eegeschaft, datt ee loyal an zouverlässeg ass.
trëppelen	VRB	to step	to set down one's foot	pass op, datt s de net buerbes an d'Schierbelen trëppels ! 	TREPPELEN1UNI1	put down or press the foot, place the foot	0.7551791667938232	De Fouss op de Buedem setzen oder drécken, de Fouss erofsetzen.
trëppelen	VRB	to step	to set down one's foot	du bass him ellen op d'Féiss getrëppelt ! 	TREPPELEN1UNI1_EGS	put down or press the foot, place the foot	0.7551791667938232	De Fouss op de Buedem setzen oder drécken, de Fouss erofsetzen.
Tribün	SUBST	stand	structure for spectators	fir Nationalfeierdag ginn op der Maartplaz Tribünen opgeriicht 	TRIBUN1UNI2	tiered seats consisting of a structure (often made of wood) where people can sit to watch an event (game or parade)	0.6443801522254944	Gestaffelt Sëtzplazen op enger Konstruktioun (dacks aus Holz), wou Leit kënne sëtze fir eng Manifestatioun (Spill oder Cortège) ze kucken.
trieden	VRB	to step	to set down one's foot	pass op, datt s de net an eng Schierbel trëts ! 	TRIEDEN1UNI1	put down or press the foot, place the foot	0.7551791667938232	De Fouss op eppes setzen oder mam Fouss op eppes drécken.
Trio	SUBST	trio	group of people	et ass ëmmer eng lass, wann eise lëschtegen Trio ënnerwee ass 	TRIO1UNI3	three people considered as a unit	0.6054899096488953	dräi Persounen, déi als eng Eenheet betruecht ginn
triumphéieren	VRB	to triumph	to rejoice	triumphéier net ze fréi, du hues d'Resultat vun dengem Exame jo nach net! 	TRIUMPHEIEREN1UNI1	to express great joy	0.6462165117263794	grouss Freed weisen
Tromp	SUBST	trump	playing card	wéi d'Partie zu Enn goung, hat hie seng Trëmp nach all an der Hand 	TROMP1UNI1	a playing card in the suit that has been declared trumps	0.6628022789955139	eng Spillkaart aus där Faarf, déi als stäerkst Faarf festgeluecht gouf
trompen	VRB	to trump	to play a trump	déi Kaart däerfs de net ausspillen, du muss bekennen oder trompen ! 	TROMPEN1UNI2	play a trump	0.7963761687278748	Eng Kaart spillen, déi méi héich ass wéi déi aner Faarwen.
Troun	SUBST	throne	toilet	hie sëtzt um Troun , d'Zeitung ze liesen! 	TROUN1UNI3	a plumbing fixture for defecation and urination	0.6477400660514832	Eng sanitär Ariichtung fir säi Geschäft ze maachen an ze urinéieren.
Trupp	SUBST	troupe	theatre company	deen Acteur huet schonn an e puer bekannten Truppe matgespillt 	TRUPP1UNI1	organization of performers and associated personnel (especially theatrical)	0.6964361071586609	Grupp vu Kënschtler an hire Mataarbechter (besonnesch am Theaterberäich)
Turnéier	SUBST	tournament	sports competition	déi jonk Tennisspillerin huet hiren éischten Turnéier gewonnen 	TURNEIER1UNI1	a sporting competition in which contestants play a series of games to decide the winner	0.6731429696083069	e sportleche Concours, bei deem d'Spiller eng Rei vu Matcher spillen, fir erauszefannen, wien dee Beschten ass
Turnsall	SUBST	gym	gymnasium	a ville Schoule gëtt den Turnsall och als Festsall benotzt 	TURNSALL1UNI1	athletic facility equipped for sports or physical training	0.6756285429000854	Sportshal, déi mat Geräter fir Sport oder kierperlecht Training equipéiert ass.
ubauen	VRB	to cultivate	plants, crops	de Landwirtschaftsministère hätt gär, datt an den nächste Jore méi Biogeméis ugebaut gëtt 	UBAUEN1UNI1	prepare for crops	0.663731038570404	prett maache fir Planzen unzebauen
ubidden	VRB	to offer	for acceptance or rejection	de jonke Mann huet enger eelerer Damm seng Plaz ugebueden 	UBIDDEN1UNI1	present for acceptance or rejection	0.7356150150299072	eppes virleeën, fir datt een et unhuele kann oder ofleene kann
uechten	VRB	to respect	to hold in high regard	Paschtéier a Schoulmeeschtere goufe fréier méi geuecht ewéi haut 	UECHTEN1UNI1	regard highly; think much of	0.6780997514724731	vill Respekt virun engem hunn; eng héich Meenung vun engem hunn
ufänken	VRB	to light	to ignite	géi e puer dier Äscht sichen, fir d'Feier unzefänken ! 	UFANKEN1UNI2	a device for lighting or igniting fuel or charges or fires	0.612991452217102	En Apparat fir Brennstoff, Sprengluedungen oder Feier unzemaachen oder unzestiechen.
ugoen	VRB	to catch	fire	d'Feier geet net un , d'Holz ass ze fiicht 	UGOEN1UNI7	start burning	0.6032310128211975	Ufänken ze brennen
ugräifen	VRB	to attack	to assault, to assail	dat Land huet säin Noper ouni Krichserklärung ugegraff 	UGRAIFEN1UNI1	the act of attacking	0.7003904581069946	d'Handlung vum Ugrëff maachen
Ugrëff	SUBST	attack	criticism	am Walkampf kënnt et ëmmer erëm zu perséinlechen Ugrëff géint eenzel Kandidaten 	UGREFF1UNI2	strong criticism	0.7125605344772339	staark Kritik
umaachen	VRB	to light	to ignite	nom Iesse maachen ech ëmmer eng Zigarett un 	UMAACHEN1UNI3	a device for lighting or igniting fuel or charges or fires	0.612991452217102	En Apparat fir Brennstoff, Sprengluedungen oder Feier unzefänken oder unzestiechen.
undoen	VRB	to dress	to clothe	de Papp huet d'Kanner gutt waarm ugedoen 	UNDOEN1UNI2	provide with clothes or put clothes on	0.6215095520019531	Mat Kleeder versuergen oder Kleeder uleeën
undoen	VRB	to dress	to clothe	fir déi Verhandlungen do muss de dech waarm undoen ! 	UNDOEN1UNI2_EGS	provide with clothes or put clothes on	0.6215095520019531	Mat Kleeder versuergen oder Kleeder uleeën
uneegnen	VRB	to acquire	knowledge, skills	d'Employéë musse reegelméisseg Formatioune maachen, fir sech nei Kompetenzen unzëeegnen 	UNEEGNEN1UNI1	gain knowledge or skills	0.705863356590271	Wëssen oder Fäegkeeten erléieren
unerkennen	VRB	to acknowledge	to accept legitimacy	de Mann huet d'Kand (als säint) mussen unerkennen 	UNERKENNEN1UNI5	accept (someone) to be what is claimed or accept his power and authority	0.6718460321426392	Een als dat unhuelen, wat e behaapt ze sinn, oder seng Muecht an Autoritéit akzeptéieren.
unhiewen	VRB	to raise	to increase	beim Debat op der Televisioun goung et ëm d'Fro, ob de Mindestloun soll ugehuewe ginn 	UNHIEWEN1UNI2	increase	0.8616428971290588	Méi grouss oder méi héich ginn.
unhuelen	VRB	to accept	to receive	den Nopeschbouf wollt keng Sue fir seng Hëllef unhuelen 	UNHUELEN1UNI1	receive willingly something given or offered	0.6131566762924194	Gär eppes unhuelen, wat engem ginn oder ugebuede gëtt.
unhunn	VRB	to wear	clothing, an accessory	fréier haten d'Schoulkanner all Schiertecher un 	UNHUNN1UNI1	the act of having on your person as a covering or adornment	0.6511086225509644	D'Aktioun eppes als Schutz oder Dekoratioun um Kierper ze droen
unnitten	VRB	to rivet	with rivets	dat Stéck Blech muss ugenitt ginn , soss hält et net 	UNNITTEN1UNI1	fasten with a rivet or rivets	0.8211190700531006	mat engem oder méi Metallstëfter befestegen
unzéien	VRB	to attract	to exert a physical force on	e Magnéit zitt Schrauwen un 	UNZEIEN1UNI4	exert a force on (a body) causing it to approach or prevent it from moving away	0.7645385265350342	Eng Kraaft op e Géigestand ausüben, fir datt en méi no kënnt oder net fortgoe kann.
unzéien	VRB	to rise	to increase	de Konsum huet dëst Joer staark ugezunn 	UNZEIEN1UNI5	increase in value or to a higher point	0.6615612506866455	méi wäert ginn oder op e méi héije Punkt klammen
Unzuel	SUBST	number	quantity	d'Federatioun vergëtt all Joer nëmmen eng begrenzten Unzuel Lizenzen 	UNZUEL1UNI1	add up in number or quantity	0.6148874759674072	zesummerechnen an Zuel oder Quantitéit
Urologie	SUBST	urology	branch of medicine	deem neien Direkter vun der Klinick seng Spezialitéit ass d'Urologie 	UROLOGIE1UNI1	the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system	0.6779149770736694	Deel vun der Medezin, déi sech mat der Diagnos an der Behandlung vu Krankheete vum Harnweeër- a Geschlechtssystem beschäftegt.
Ursaach	SUBST	excuse	justification	mäin Aarbechtskolleeg kënnt all Dag mat enger anerer Ursaach ze spéit op de Büro 	URSAACH1UNI2	serve as a reason or cause or justification of	0.6320908069610596	Als Grond oder Erklärung fir eppes déngen.
Ursaach	SUBST	excuse	justification	Ursaache sinn do, fir (se) ze gebrauchen 	URSAACH1UNI2_EGS	serve as a reason or cause or justification of	0.6320908069610596	Als Grond oder Erklärung fir eppes déngen.
Urteel	SUBST	judgement	of a court of law	hues de wëlles, géint d'Urteel an Appell ze goen? 	URTEEL1UNI1	(law) the determination by a court of competent jurisdiction on matters submitted to it	0.6372491717338562	(droit) D'Entscheedung vun engem zoustännege Geriicht iwwer eng Saach, déi him virgeluecht gouf.
urteelen	VRB	to judge	to make a judgement on	du hues kee Recht, iwwer déi aner Leit ze urteelen ! 	URTEELEN1UNI2	pronounce judgment on	0.6241726875305176	en Uerteel iwwer eppes oder een ausschwätzen
uschléissen	VRB	to join	to become part of	e puer Passanten hunn sech den Demonstranten ugeschloss 	USCHLEISSEN1UNI3	become part of; become a member of a group or organization	0.7336430549621582	En Deel vun enger Grupp oder Organisatioun ginn; Member vun enger Grupp oder Organisatioun ginn.
Uwänner	SUBST	border	edge, boundary	de Bauer huet d'Hecke laanscht d'Uwänner vu sengem Bësch gebotzt 	UWANNER1UNI2	the boundary line or the area immediately inside the boundary	0.7006775736808777	d'Grenzlinn oder d'Gebitt direkt bannent der Grenz
vakant	ADJ	vacant	without an incumbent	déi vakant Plaz muss esou séier ewéi méiglech erëm besat ginn 	VAKANT1UNI1	without an occupant or incumbent	0.6955146789550781	ouni eng Persoun déi dra wunnt oder déi Positioun anhëlt
valabel	ADJ	valid	legally acceptable	dësen Ticket ass valabel fir Bus, Zuch a Metro 	VALABEL1UNI2	still legally acceptable	0.8326149582862854	nach ëmmer gesetzlech unerkannt
Valeur	SUBST	value	measure, quantity	am Test gi verschidde Valeure matenee verglach 	VALEUR1UNI4	a numerical quantity measured or assigned or computed	0.6685144901275635	eng numeresch Gréisst, déi gemooss, zougewise oder berechent gëtt
Vandal	SUBST	vandal	destructive person	an der Nuecht hu Vandalen am Park Bänke futti geschloen 	VANDAL1UNI1	someone who willfully destroys or defaces property	0.6234250664710999	Eng Persoun, déi absichtlech Saachen zerstéiert oder beschiedegt.
Vandal	SUBST	Vandal	member of a Germanic people	d'Vandale si queesch duerch Europa bis a Spuenie gezunn 	VANDAL1UNI2	a member of the Germanic people who overran Gaul and Spain and North Africa and sacked Rome in 455	0.6485729217529297	E Member vun engem germanesche Vollek, dat Gallien, Spuenien an Nordafrika iwwerfall an am Joer 455 Roum geplëmmt huet.
Variatioun	SUBST	variation	repetition, embellishment of a theme	dee Komponist ass bekannt fir seng Variatiounen op Weisen aus der Volleksmusek 	VARIATIOUN1UNI4	a repetition of a musical theme in which it is modified or embellished	0.7606082558631897	Eng Widderhuelung vun engem musikaleschen Thema, bei där dëst verännert oder ausgeschmückt gëtt.
Vente	SUBST	sale	selling	d'Vente vum Appartementshaus huet dem Proprietär en décke Benefice abruecht 	VENTE1UNI1	a particular instance of selling	0.7544970512390137	eng bestëmmte Kéier, wou eppes verkaaft gëtt
veränneren	VRB	to change	to modify	gesellschaftlech Changementer kënnen d'Mentalitéit vun de Leit lues a lues veränneren 	VERANNEREN1UNI1	the result of alteration or modification	0.6593734622001648	D'Resultat vun enger Ännerung oder Upassung.
veränneren	VRB	to change	to become different	duerch d'Aféierung vum Computer huet d'Bürosaarbecht sech staark verännert 	VERANNEREN1UNI2	become different in some particular way, without permanently losing one's or its former characteristics or essence	0.6923227906227112	Op eng bestëmmten Aart a Weis anescht ginn, ouni seng fréier Eegenschaften oder säi Kär dauerhaft ze verléieren.
verbal	ADJ	verbal	relating to a verb	déi Iddi kritt ee verbal besser ausgedréckt ewéi mat engem Substantiv 	VERBAL1UNI2	of or relating to or formed from a verb	0.6487563848495483	wat mat engem Zäitwuert zesummenhänkt oder dovun ofgeleet ass
verbrennen	VRB	to burn	to destroy by fire	ech hunn déi eidel Këschten am Gaart verbrannt 	VERBRENNEN1UNI1	destroy by fire	0.8767386078834534	Mat Feier zerstéieren
verbrennen	VRB	to burn	at the stake	an der Zäit si vill Fraen als Hexe verbrannt ginn 	VERBRENNEN1UNI4	burn at the stake	0.8291246294975281	un engem Holzfeier un e Pouel gebonne verbrennen
verbrennen	VRB	to burn	to be destroyed by fire, by heat	beim Feier an der Bibliothéik ass e groussen Deel vun de Bicher verbrannt 	VERBRENNEN2UNI1	destroy by fire	0.6769407987594604	mat Feier zerstéieren
Verbuet	SUBST	ban	prohibition	d'Experte si fir e Verbuet vun där geféierlecher Substanz 	VERBUET1UNI1	an official prohibition or edict against something	0.6133066415786743	eng offiziell Uweisung, datt eppes net erlaabt ass
verdrängen	VRB	to repress	to inhibit	hie gouf depressiv, well en seng Problemer jorelaang verdrängt hat 	VERDRANGEN1UNI2	block the action of	0.6053317189216614	d'Aktioun verhënneren
veréieren	VRB	to worship	to adore	verschidde Filmstare gi vu Millioune vu Leit veréiert 	VEREIEREN1UNI1	love unquestioningly and uncritically or to excess; venerate as an idol	0.6558257937431335	Ouni Kritik an ouni Froen ze stellen, mat iwwerdriwwener Bewonnerung a Léift behandelen; wéi e Gott oder eppes Helleges behandelen.
Verfassung	SUBST	condition	state of health	wéi ech mäi Monni fir d'lescht gesinn hunn, war en an enger schlechter Verfassung 	VERFASSUNG1UNI2	the state of (good) health (especially in the phrases `in condition' or `in shape' or `out of condition' or `out of shape')	0.6649855971336365	"den Zoustand vu gudder Gesondheet (besonnesch an Ausdréck wéi ""a Form sinn"" oder ""net a Form sinn"")"
verfilmen	VRB	to film	to make a film of	mengem Liblingsauteur säi leschte Roman gouf verfilmt 	VERFILMEN1UNI1	make a film or photograph of something	0.7593291997909546	eng Opnam oder e Film vun eppes maachen
verfrachten	VRB	to ship	to transport	d'Containere ginn hei gesammelt, ier se an d'Ausland verfracht ginn 	VERFRACHTEN1UNI2	transport commercially	0.616651713848114	kommerziell transportéieren
verfrachten	VRB	to ship	to transport	mir hunn d'Kanner fir de Weekend bei d'Boma verfracht 	VERFRACHTEN1UNI2_EGS	transport commercially	0.616651713848114	kommerziell transportéieren
vergiessen	VRB	to forget	to fail to remember	hien huet eise Rendez-vous vun de Mueren doudsécher vergiess 	VERGIESSEN1UNI1	be unable to remember	0.7864667773246765	net méi kënnen drun denken
Verhalt	SUBST	memory	ability to remember	fir säin Alter huet mäi Grousspapp nach e ganz gudde Verhalt 	VERHALT1UNI1	something that is remembered	0.6842622756958008	Eppes, wat ee sech mierkt.
verkafen	VRB	to sell	to be purchased	zënter datt mir de Logo geännert hunn, verkeeft eise Produit sech besser 	VERKAFEN1UNI2	be responsible for the sale of	0.6471810340881348	Zoustänneg si fir eppes un de Client ze bréngen an dofir Suen ze kréien
verkafen	VRB	to sell	to be purchased	hie weess sech gutt ze verkafen 	VERKAFEN1UNI2_EGS	be responsible for the sale of	0.6471810340881348	Zoustänneg sinn fir eppes un de Client ze bréngen an dofir Suen ze kréien
verkënnegen	VRB	to announce	to make public	um sechs Auer ginn d'Walresultater verkënnegt 	VERKENNEGEN1UNI1	announce publicly or officially	0.6341522932052612	Ëffentlech oder offiziell matdeelen
Verkënnegung	SUBST	announcement	public statement	d'Medie waarden ongedëlleg op d'Verkënnegung vum Urteel 	VERKENNEGUNG1UNI1	a formal public statement	0.8408148288726807	Eng offiziell ëffentlech Ausso.
verlaangen	VRB	to demand	to insist on having	d'Cheffin verlaangt absolut Loyalitéit vun hire Mataarbechter 	VERLAANGEN1UNI1	the act of demanding	0.6193472743034363	d'Aktioun fir eppes mat Nodrock ze froen
verleeën	VRB	to lay	to put in position	d'Post léisst all hir Leitungen ënnerierdesch verleeën 	VERLEEEN1UNI1	prepare or position for action or operation	0.6730347275733948	Sech prett maachen oder an eng Positioun bréngen fir ze handelen oder ze funktionéieren.
verléieren	VRB	to lose	to fail to win	well mäi Monni de Prozess verluer huet , muss hien d'Geriichtskäschten droen 	VERLEIEREN1UNI4	fail to win	0.8514629602432251	net gewannen
verléieren	VRB	to lose	to suffer a loss, to be deprived of	ech hu meng Eltere fréi verluer 	VERLEIREN1UNI2	miss from one's possessions; lose sight of	0.6080799698829651	net méi a sengem Besëtz hunn; aus den Aen verléieren
verletzen	VRB	to hurt	somebody's feelings	et war net meng Absicht, dech mat menger Bemierkung ze verletzen 	VERLETZEN1UNI2	hurt the feelings of	0.6130412220954895	d'Gefiller vu engem anere blesséieren
Verloscht	SUBST	loss	disadvantage	hatt huet de Verloscht vu sengem Verméigen ni verquësst 	VERLOSCHT1UNI2	the disadvantage that results from losing something	0.6061055660247803	Den Nodeel, deen entsteet, wann een eppes net méi huet.
vermëschen	VRB	to mix	to combine	du muss d'Eegiel mam Zocker vermëschen , ier s de d'Miel derbäiméchs 	VERMESCHEN1UNI1	to bring or combine together or with something else	0.7694613933563232	zesummebréngen oder mat eppes anescht verbannen
Vermëttlung	SUBST	imparting	knowledge, skills	den Educatiounsministère huet didaktescht Material fir d'Vermëttlung vun eiser Sprooch zur Verfügung gestallt 	VERMETTLUNG1UNI3	transmit (knowledge or skills)	0.635210394859314	Wëssen oder Fäegkeeten un anerer weiderginn.
verminnen	VRB	to mine	to lay explosive mines	am leschte Krich hate feindlech Zaldoten dee ganzen Hang verminnt 	VERMINNEN1UNI1	lay mines	0.620445191860199	Minne leeën
vernichten	VRB	to destroy	to eliminate	dat Land ass bereet, seng cheemesch Waffen ze vernichten 	VERNICHTEN1UNI1	do away with, cause the destruction or undoing of	0.6113513112068176	aus dem Wee raumen, d'Zerstéierung oder den Ënnergang ervirruffen
vernoléissegen	VRB	to neglect	to fail to care for	wéinst sengem Beruff huet hie seng Famill a leschter Zäit vernoléissegt 	VERNOLEISSEGEN1UNI1	willful lack of care and attention	0.6998751163482666	bewosst feelend Suerg an Opmierksamkeet
verpassen	VRB	to miss	to fail to meet	mir sollten eis op der Gare treffen, mee mir hunn eis verpasst 	VERPASSEN1UNI2	a failure to hit (or meet or find etc)	0.7228959202766418	net fäerdegbréngen ze treffen (oder ze begéinen oder ze fannen asw.)
verproviantéieren	VRB	to supply	to provide with	d'Arméi huet d'Leit aus dem Krisegebitt mat Waasser a Liewensmëttel verproviantéiert 	VERPROVIANTEIEREN1UNI1	the activity of supplying or providing something	0.6196448802947998	D'Aktivitéit fir eppes ze liwweren oder zur Verfügung ze stellen.
verrigelen	VRB	to bolt	to lock	eis Garagëpaart léisst sech just vu banne verrigelen 	VERRIGELEN1UNI1	secure or lock with a bolt	0.6104404926300049	mat engem Rigel zoumaachen oder ofspären
Vers	SUBST	verse	line of a poem	all Stroph vun dësem Gedicht huet véier Versen 	VERS1UNI2	a piece of poetry	0.7559108734130859	E Stéck Poesie
verschaffen	VRB	to use	to utilize	eise Schräiner verschafft nëmmen Holz aus der Géigend 	VERSCHAFFEN1UNI1	the act of using	0.6322040557861328	d'Handlung vum Benotzen
verschwéngsen	VRB	to waste	to use carelessly	verschwéngs d'Waasser net esou! 	VERSCHWENGSEN1UNI1	use inefficiently or inappropriately	0.6782863736152649	op eng Manéier benotzen, déi net effizient oder net ubruecht ass
versigelen	VRB	to seal	to close with a seal	fréier goufe wichteg Bréiwer versigelt , ier se fortgeschéckt goufen 	VERSIGELEN1UNI1	close with or as if with a seal	0.755151093006134	zoumaachen oder zoupechen, wéi mat engem Sigel oder eppes Ähnlechem
verspriechen	VRB	to promise	to make a promise	mäi Brudder huet eis versprach , den Owend laanschtzekommen 	VERSPRIECHEN1UNI1	make a promise or commitment	0.8221555352210999	Eng Ausso maachen oder sech zu eppes verflichten.
verspriechen	VRB	to promise	to predict	d'Meteorologe verspriechen en dréchene Summer 	VERSPRIECHEN1UNI2	make a prediction about; tell in advance	0.6412712335586548	Eng Ausso driwwer maachen, wat an Zukunft wäert geschéien; eppes am Viraus soen.
Verständnis	SUBST	understanding	perception	no mengem Verständnis läis de falsch mat denger Behaaptung 	VERSTANDNIS1UNI2	perceive (an idea or situation) mentally	0.6678105592727661	Eng Iddi oder Situatioun geeschteg erfaassen.
verstoen	VRB	to understand	to interpret	d'Leit hate Problemer, fir déi nei Schëlter richteg ze verstoen 	VERSTOEN1UNI2	make sense of a language	0.6110928654670715	d'Bedeitung vun enger Sprooch erausfannen
verteidegen	VRB	to defend	against an attack	d'Arméi ass do, fir d'Land ze verteidegen 	VERTEIDEGEN1UNI1	be on the defensive; act against an attack	0.7173532247543335	an der Positioun sinn, fir sech géint en Ugrëff ze wieren; géint eng Attack handelen
Verteidegung	SUBST	defence	against an attack	ouni d'Hëllef vun de Bierger wier d'Verteidegung vun der Festung net méiglech gewiescht 	VERTEIDEGUNG1UNI1	a structure used to defend against attack	0.6303077936172485	Eng Struktur, déi benotzt gëtt, fir en Ugrëff ofzeweieren.
Verteidegung	SUBST	defence	protection, safeguarding	verschidde Länner hunn sech zesummegedoe fir d'Verteidegung vu gemeinsamen Interessen 	VERTEIDEGUNG1UNI2	protection from harm	0.7654505968093872	Schutz viru Schued
Verteidegung	SUBST	defence	on behalf of a defendant in court	d'Affekotin huet sech bei der Verteidegung vun hirem Client op e Prezedenzfall beruff 	VERTEIDEGUNG1UNI3	the defendant and his legal advisors collectively	0.6729731559753418	Déi ugekloten Persoun an hir Affekoten zesummen.
Verteidegung	SUBST	defence	in a team sport	mäi Brudder spillt an eiser Fussballsekipp an der Verteidegung 	VERTEIDEGUNG1UNI4	(sports) the team that is trying to prevent the other team from scoring	0.6351312398910522	(d'Sportaart) d'Ekipp, déi probéiert ze verhënneren, datt déi aner Ekipp Punkte mécht
Vertrag	SUBST	contract	legal agreement	mir hunn de Vertrag mat der Botzfirma gekënnegt 	VERTRAG1UNI1	engage by written agreement	0.6658014059066772	Sech schrëftlech op eppes eenegen.
verwarnen	VRB	to caution	to give a formal warning	nodeem den Employé fir d'drëtt verwarnt gouf , ass en an d'Direktioun geruff ginn 	VERWARNEN1UNI1	warn strongly; put on guard	0.6972435116767883	Mat Nodrock dropen; op eng Gefor opmierksam maachen
