lemma	pos	de_word	de_definition	sentence	wn_definition
Vue	SUBST	Ansicht	Bild	a mengem Büro hänkt eng Vue vun der Alstad 	Äußeres Erscheinungsbild
vulgär	ADJ	vulgär	ordinär	vill Leit hunn sech um Riedner senger vulgärer Sprooch gestéiert 	moralisch anstößig
Vull	SUBST	Vogel	Tier	am Fréijoer héiert ee mueres d'Vullen nees päifen 	jemand, der mit dem Flugzeug reist
Vull	SUBST	Vogel	Tier	hien ass e Vull fir d'Kaz! 	jemand, der mit dem Flugzeug reist
vun	PREP	aus	datierend von	hues du d'Zeitung vu gëschter nach? 	einen Zustand oder eine Aktivität beenden
vuneneegoen	VRB	auseinandergehen	sich trennen	ier mer vuneneegaange sinn , hu mer en neie Rendez-vous festgeluecht 	in Stücke gehen
vuneneegoen	VRB	auseinandergehen	sich unterscheiden	d'Positioune vun deenen zwou Parteie gi wäit vuneneen 	in Stücke gehen
vuneneegoen	VRB	auseinandergehen	weiter werden	no ongeféier zwanzeg Kilometer geet den Dall vuneneen 	abklingen lassen
vuneneegoen	VRB	auseinandergehen	weiter werden	a leschter Zäit ass hie schéi vuneneegaangen 	abklingen lassen
vuneneenhalen	VRB	auseinanderhalten	unterscheiden	als Faarweblanne kann ee Gréng a Rout net vuneneenhalen 	als unterschiedlich zu kennzeichnen
vuneneenhalen	VRB	auseinanderhalten	getrennt halten	déi zwee rosen Hënn hues de besser vuneneenzehalen 	als unterschiedlich zu kennzeichnen
W	SUBST	W	Buchstabe	pass op, „Vakanz“ gëtt net mat engem W geschriwwen! 	die Himmelsrichtung, die bei 270 Grad liegt
waarm	ADJ	warm	wärmend	am Wanter geet näischt iwwer e gudde waarmen Anorak 	sich auf Wärme beziehend oder mit ihr verbunden
waarm	ADJ	warm	warmherzig	déi nei Spillschoulsjoffer huet eng ganz waarm Manéier, fir mat de Kanner ze schwätzen 	sich auf Wärme beziehend oder mit ihr verbunden
Waasser	SUBST	Wasser	Flüssigkeit	dëse Stoft léisst kee Waasser duerch 	Wasser, das aus der Leitung kommt bzw. dorthin eingeleitet wird und sich darin befindet
Waasser	SUBST	Wasser	Gewässer	mir hu missen iwwer d'Fielse knéchelen, fir bei d'Waasser ze kommen 	Wasser, das aus der Leitung kommt bzw. dorthin eingeleitet wird und sich darin befindet
Waasserfläsch	SUBST	Ente	Uriniergefäß	wéi ech am Streckverband louch, war ech op d'Waasserfläsch ugewisen 	männliche Waldente
Waassermann	SUBST	Wassermann	Sternzeichen	de Waassermann ass eent vun den zwielef Stärenzeechen 	(Astrologie) eine Person, die geboren ist, während die Sonne im Wassermann steht
Waasserstoff	SUBST	Wasserstoff	chemisches Element	d'Element Waasserstoff gehéiert zum Grupp vun den Netmetaller 	ein nichtmetallisches, einwertiges Element, das normalerweise ein farb- und geruchloses, leicht entzündliches zweiatomiges Gas ist; das einfachste, leichteste und häufigste Element im Universum
Waasserstoff	SUBST	Wasserstoff	Gas	mir hunn e Motor vun engem Auto esou ëmgebaut, datt e mat Waasserstoff funktionéiert 	ein nichtmetallisches, einwertiges Element, das normalerweise ein farb- und geruchloses, leicht entzündliches zweiatomiges Gas ist; das einfachste, leichteste und häufigste Element im Universum
Wach	SUBST	Bewegungsfreiheit	Möglichkeit sich zu rühren, Spielraum	wa mer zerguttst geraumt hunn, kréie mer och nees méi Wach an eisem Keller 	Raum für Bewegung
wackeleg	ADJ	wackelig	instabil	pass op, dee Stull ass wackeleg ! 	unsicher, unsicher, unsicher
wackeleg	ADJ	wackelig	instabil	no där laanger Krankheet ass hien nach wackeleg op de Been 	unsicher, unsicher, unsicher
wackelen	VRB	wackeln	lose sein, schwanken	dee Klengen huet en Zant, dee wackelt 	sich unruhig bewegen
Wäermt	SUBST	Wärme	Temperatur	am Mäerz huet een d'Wäermt vun der Sonn scho gespuert 	das Vorhandensein von Wärme
Wäermt	SUBST	Wärme	Herzlichkeit	d'Kanner brauchen doheem Wäermt an Ënnerstëtzung 	ein warmherziges Gefühl
Wäert	SUBST	Wert	Marktwert	de Proprietär huet de Wäert vu senger Bauplaz schätze gelooss 	eine unbestimmte Menge von etwas, das einen bestimmten Wert hat
Wäert	SUBST	Wert	Bedeutsamkeit, Wichtigkeit, Gewicht	de kënschtleresche Wäert vun dësem Tablo gëtt staark iwwerschat 	eine unbestimmte Menge von etwas, das einen bestimmten Wert hat
Wäert	SUBST	Wert	Grundsatz, Ideal	d'Meenungsfräiheet an d'Chancëgläichheet sinn zwee wichteg Wäerter an eiser Gesellschaft 	eine unbestimmte Menge von etwas, das einen bestimmten Wert hat
Wäert	SUBST	Wert	Messwert	wann d'Radioaktivitéit e bestëmmte Wäert erreecht, muss d'Bevëlkerung evakuéiert ginn 	eine unbestimmte Menge von etwas, das einen bestimmten Wert hat
wäert	ADJ	wert sein	kosten	dee raren Timber wier méi wäert , wann e seng Zacken nach all hätt 	würdig oder verdienstvoll sein
wäertvoll	ADJ	wertvoll	kostbar	hien huet a senger Timberesammlung e puer wäertvoll Eenzelstécker 	ausreichend wertvoll, um die Investition von Zeit oder Interesse zu rechtfertigen
wäertvoll	ADJ	wertvoll	nützlich	ech soen Iech Merci fir Är wäertvoll Hëllef! 	die Eigenschaft, von Nutzen zu sein; häufig oder in einer wichtigen Situation benutzbar sein; brauchbar sein
wäichen	VRB	weichen	weggehen	den Hond ass de ganze Moien net vun der Hausdier gewach 	weggehen von
Wäin	SUBST	Wein	Getränk	ech drénke beim Iesse gären e Pättche Roude Wäin 	ein Rot, so dunkel wie Rotwein
Wäin	SUBST	Wein	Getränk	fir e Kompromëss ze fannen, hu mer vill Waasser an eise Wäi misse schëdden 	ein Rot, so dunkel wie Rotwein
wäiss	ADJ	weiß	Farbe	eng wäiss Dauf symboliséiert de Fridden 	glühend weiß mit Hitze
wäiss	ADJ	weiß	Farbe	am Ausgang vum Duerf stinn d'Wäiss Mais 	glühend weiß mit Hitze
wäiss	ADJ	weiß	von heller Hautfarbe	eis Fussballsekipp besteet zur Hallschent aus schwaarzen an zur Hallschent aus wäisse Spiller 	glühend weiß mit Hitze
wäissen	VRB	weißen	tünchen, kalken	fréier goufen d'Haiser dacks virun der Kiermes gewäisst 	weißer oder heller machen
Wäisskapp	SUBST	Döbel	Tier	d'Wäisskäpp läichen tëschent Abrëll a Juni 	Europäischer Süßwasser-Wildfisch mit einem dicken spindelförmigen Körper
Wäisskapp	SUBST	Döbel	Nahrungsmittel	de Wäisskapp gëtt wéinst deene ville Sprenzen net méi vill giess 	Europäischer Süßwasser-Wildfisch mit einem dicken spindelförmigen Körper
wäit	ADJ	weit	Distanz	dat war e wäite Wee, mee et huet sech gelount, bis heihin ze kommen! 	räumlich getrennt, aus der Ferne kommend oder in die Ferne gehend
wäit	ADV	weit	groß	ech hu mer erlaabt eranzekommen, d'Hausdier stoung wäit op 	von beträchtlichem Ausmaß
Wäitbléck	SUBST	Weitblick	Weitsicht	him feelt deen néidege Wäitbléck , fir de Betrib weiderzeentwéckelen 	Überzeugung über die Zukunft (oder ein geistiges Bild davon)
wäitleefeg	ADJ	weitläufig	Verwandtschaft	dee riets op der Foto ass e wäitleefege Cousin vu mir 	nicht kleinlich in Charakter und Geist
wäitsiichteg	ADJ	weitsichtig	fehlsichtig	ech si wäitsiichteg , fir ze liese brauch ech e Brëll 	in einer vernünftigen Weise
wäitsiichteg	ADJ	weitsichtig	vorausschauend	eis Regierung brauch engagéiert a wäitsiichteg Politiker 	vorausschauende Planung für die Zukunft
Wak	SUBST	Eier	Hoden	an där enker Box kréien ech d'Wäck wéi! 	ein Gehäuse oder eine Hülle, insbesondere ein Pollensack oder eine Mooskapsel
Wakelter	SUBST	Wacholder	Pflanze	laanscht de Feldwee stinn e puer Wakelter 	Wacholder
Wakelter	SUBST	Wacholder	Gewürz	d'Zooss schmaacht no Wakelter 	Wacholder
wakereg	ADJ	wach	im Wachzustand	no där Opreegung louch ech déi ganz Nuecht wakereg 	nicht schlafend, nicht müde.
Wal	SUBST	Wahl	Abstimmung	déi nei Partei huet bei de Walen eelef Prozent vun de Stëmme kritt 	eine Abstimmung zur Wahl des Gewinners einer Position oder eines politischen Amtes
Wall	SUBST	Wall	Erdaufschüttung	fréier waren d'Festungen heefeg duerch e Wall an e Gruef viru Feinde geschützt 	das Land am Rande eines Gewässers
Walrecht	SUBST	Wahlrecht	Recht zur Teilnahme an einer Wahl	hei am Land kritt een dat aktiivt Walrecht mat 18 Joer 	das Recht zu wählen; insbesondere das Recht eines Stammaktionärs, persönlich oder durch einen Bevollmächtigten über die Angelegenheiten einer Gesellschaft abzustimmen
Walz	SUBST	Walze	Geräteteil	ech hunn um Floumaart eng Walz fir meng al Schreifmaschinn fonnt 	eine Kammer, in der sich ein Kolben bewegt
Wand	SUBST	Wand	Trennwand	mir hunn eis Stuff mat enger hëlze Wand an zwee gedeelt 	ein gemauerter Zaun (z. B. um ein Anwesen oder einen Garten)
Wand	SUBST	Wand	Fläche	un de Wänn vun der Hiel hu sech Kristalle gebilt 	ein gemauerter Zaun (z. B. um ein Anwesen oder einen Garten)
Wandel	SUBST	Wandel	in der Gesellschaft	dee gesellschaftleche Wandel geet ville Leit ze séier 	eine gegenseitige Meinungsäußerung (insbesondere eine unangenehme)
wanderen	VRB	wandern	eine Wanderung machen	gees de am Summer mat an d'Bierger wanderen ? 	sich verbreiten
wanderen	VRB	wandern	an einen anderen Ort, an eine andere Stelle	Nomade wandere mat hirem Véi dohin, wou et eppes ze friesse fënnt 	sich verbreiten
wanderen	VRB	wandern	an einen anderen Ort, an eine andere Stelle	d'Reklamme wandere bei eis doheem direkt an d'Dreckskëscht 	sich verbreiten
Wandertour	SUBST	Wanderung	Ausflug	de Wandertour war flott, mee déi aner Leit si mer e Strapp ze séier gaangen 	Personengruppe bei feierlichen oder fröhlichen Anlässen auf einem gemeinsamen Weg.
Wanderung	SUBST	Wanderung	an einen anderen Ort	mir ginn an der Vakanz an Afrika, fir d'Wanderung vun den Antilopen ze gesinn 	die periodische Wanderung von Tiergruppen (insbesondere von Vögeln oder Fischen) von einer Region in eine andere, um sich zu ernähren oder zu brüten
Wanderung	SUBST	Wanderung	Ausflug	d'Wanderung war flott, mee déi aner Leit si mer e Strapp ze séier gaangen 	Personengruppe bei feierlichen oder fröhlichen Anlässen auf einem gemeinsamen Weg.
Wandlung	SUBST	Wandlung	Teil der Messe	bei der Wandlung ginn d'Brout an de Wäi konsekréiert 	eine gegenseitige Meinungsäußerung (insbesondere eine unangenehme)
Wandmolerei	SUBST	Wandmalerei	Kunst	am Cours kruten d'Studenten déi verschidden Technike vun der Wandmolerei erkläert 	ein Gemälde, das auf eine Wandfläche aufgebracht wird
Wandmolerei	SUBST	Wandmalerei	Gemälde	an der aler Kierch goufe Wandmolereien aus dem 18. Joerhonnert restauréiert 	ein Gemälde, das auf eine Wandfläche aufgebracht wird
Wann	SUBST	Winde	Vorrichtung	d'Depanneuse huet den Auto mat enger Wann aus dem Bulli gezunn 	Hebevorrichtung, die aus einem horizontalen Zylinder besteht, der durch eine Kurbel gedreht wird und auf dem sich ein Kabel oder Seil aufwickelt
Wansinn	SUBST	Wahnsinn	Aberwitz	wat deen do virhuet, ass de rengste Wansinn 	die Eigenschaft, unbesonnen und töricht zu sein
wansinneg	ADJ	wahnsinnig	übermäßig	an der Qualitéit vun dësem Produit gëtt et wansinneg Ënnerscheeder 	wahnsinnig gemacht
Wanterzäit	SUBST	Winterzeit	Uhrzeit	weess du, wéini d'Auer nees op d'Wanterzäit ëmgestallt gëtt? 	die kälteste Jahreszeit; auf der Nordhalbkugel erstreckt sie sich von der Wintersonnenwende bis zum Frühlingsäquinoktium
Wanz	SUBST	Wanze	Abhörgerät	de Spëtzeldéngscht huet an der Ambassade Wanzen installéiert 	Anzeige, die von einem Gerät erzeugt wird, das Signale aufnimmt und auf einem Fernsehbildschirm oder einem Computermonitor anzeigt
Wapp	SUBST	Schiss	Angst	mir ass de Wapp gaangen, wéi ech sollt iwwer déi wackeleg Bréck goen 	ein ängstliches Gefühl
Warnzeechen	SUBST	Warnzeichen	warnende Erscheinung	wann s de an der éischter Prüfung eng Datz hues, solls de dat als Warnzeeche gesinn 	eine frühzeitige Warnung vor einem zukünftigen Ereignis
Warrel	SUBST	Wucherung	am Baum	dës Bamkrankheet weist sech a Form vu Warrelen um Stamm 	eine natürliche Verlängerung oder Ausstülpung eines Teils eines tierischen oder pflanzlichen Organismus
Wäsch	SUBST	Wäsche	Textilien	fréier gouf d'Wäsch op der Hand ageseeft a geschruppt 	Damenunterwäsche und Nachthemden
Wäsch	SUBST	Wäsche	das Wäschewaschen	wie këmmert sech bei iech am Stot ëm d'Wäsch ? 	Damenunterwäsche und Nachthemden
wässeren	VRB	wässern	Lebensmittel	du muss d'Ham wässeren , ier s de se kachs, se ass zimmlech gesalzt 	mit Wasser versorgen
Watt	SUBST	Watt	Maßeinheit	an deem Raum geet eng Bier vun 20 Watt duer 	eine Leistungseinheit, die 1 Joule pro Sekunde entspricht; die Leistung, die von einem Strom von 1 Ampere, der durch einen Widerstand von 1 Ohm fließt, abgegeben wird
Wéckel	SUBST	Wickel	Umschlag	kal Wéckele sinn en effikasst Mëttel bei Féiwer 	Zustand der Opposition zwischen Personen, Ideen oder Interessen.
wéckelen	VRB	wickeln	herumwickeln	den Infirmier huet mer de Verband ze fest gewéckelt 	sich in Windungen oder Schleifen um etwas wickeln
wéckelen	VRB	wickeln	einen Säugling einwickeln	fréier goufen d'Kanner esou gewéckelt , datt se net méi konnte bougéieren 	sich in Windungen oder Schleifen um etwas wickeln
wéckelen	VRB	wickeln	einen Säugling einwickeln	du bass schif gewéckelt 	sich in Windungen oder Schleifen um etwas wickeln
wéckelen	VRB	hereinlegen	übers Ohr hauen	si hunn hie schéi gewéckelt 	durch Verschlagenheit beeinflussen
Wecker	SUBST	Wecker	Gerät	wann de Wecker rabbelt, ginn ech direkt wakereg 	jemand, der andere aus dem Schlaf weckt
Wecker	SUBST	Wecker	Gerät	meng Nopesch geet mer op de Wecker ! 	jemand, der andere aus dem Schlaf weckt
Wecker	SUBST	Wecker	Weckfunktion	du hues e Wecker um Handy 	jemand, der andere aus dem Schlaf weckt
Wee	SUBST	Weg	zum Begehen, zum Befahren	d'Bänke laanscht dem Wee ginn nei ugestrach 	eine Reise oder Passage
Wee	SUBST	Weg	Strecke	ech fueren all Dag dee selwechte Wee op d'Aarbecht 	eine Linie, die zu einem Ort oder Punkt führt
Wee	SUBST	Weg	Vorgehensweise	si huet hir Decisioun als deen eenzeg richtege Wee ugesinn 	ein Risiko, das mit Gefahren verbunden ist
Weed	SUBST	Weide	Weideland	den Hiert verbréngt de ganzen Dag mat senge Schof op der Weed 	Land, das für das Weiden von Vieh geeignet ist
weesentlech	ADJ	wesentlich	grundlegend	an der Versammlung gouf just iwwer déi weesentlech Punkte geschwat 	von allergrößter Bedeutung
weesentlech	ADV	wesentlich	sehr, viel	dem Patient säin Zoustand huet sech weesentlech gebessert 	von allergrößter Bedeutung
wéi	PRON	wie	auf welche Art und Weise	wéi kann ech mech an deem Gespréich méiglechst diplomatesch uleeën? 	zu einer Sache passend
wéi	PRON	wie	welche Merkmale aufweisend	wéi soll d'Wieder Enn der Woch ginn? 	zu einer Sache passend
wéi	PRON	wie	in welchem Grade, in welchem Maß	d'Bremsspuer weist, wéi séier deen Auto ënnerwee war 	in Menge oder Wert gleich
wéi	PRON	wie	exklamativ	wéi gär wier ech méi laang bliwwen! 	zu einer Sache passend
Wei	SUBST	Weihe	einer Person	no der Wei huet de Geeschtlechen d'Primiz a senger Por gefeiert 	Förmlichkeit in Haltung und Auftreten
weiblech	ADJ	weiblich	weiblichen Geschlechts	eise Veräin huet bal nëmme weiblech Memberen 	weiblich (grammatikalisches Geschlecht)
weiblech	ADJ	weiblich	feminin, einer Frau entsprechend	dëst Fréijoer ass d'Moud fir Dammen nees ganz weiblech 	weiblich (grammatikalisches Geschlecht)
weiblech	ADJ	weiblich	Genus	déi weiblech Form vu „Bäcker“ ass „Bäckesch“ 	weiblich (grammatikalisches Geschlecht)
Weich	SUBST	Weiche	Schienenvorrichtung	den Zuch ass aus de Schinne gesprongen, well d'Weiche falsch gestallt waren 	ein kurzes Gleisstück, das zum Abstellen von rollendem Material oder zum Passieren von Zügen auf der gleichen Strecke dient
Weid	SUBST	Weide	Pflanze	d'Weid an eisem Gaart hat dëst Joer vill Kätzercher 	ein mit Gras oder Kraut bewachsenes Feld, das sich für das Weiden von Vieh eignet
weider	ADV	weiter	weiterhin	wann s du dech weider esou stress, da kriss de nach e Moschwier! 	Vorwärtsbewegung
weider	ADV	nicht weiter	nicht besonders	déi kleng Verspéidung ass weider net schlëmm 	innerhalb vernünftiger oder durchschnittlicher Grenzen liegend; nicht übermäßig oder extrem
weider	ADJ	weiter	nachfolgend	elo erklären ech Iech de weideren Oflaf vum Programm 	Vorwärtsbewegung
Weiderentwécklung	SUBST	Weiterentwicklung	das Weiterentwickeln	d'Weiderentwécklung vun der Technik huet eis d'Liewe méi einfach gemaach 	Ergebnis eines Verbesserungsprozesses
weidererzielen	VRB	weitererzählen	fortfahren zu erzählen	lauschter mol no a looss hien (d'Geschicht) weidererzielen ! 	den Besitz übergeben oder übertragen
weidererzielen	VRB	weitererzählen	weitersagen	dat, wat ech der elo uvertrauen, däerfs de net weidererzielen ! 	den Besitz übergeben oder übertragen
weidergoen	VRB	weitergehen	seinen Weg fortsetzen	déi zwee Kolleegen hu sech zoufälleg begéint a sinn zesumme weidergaangen 	sich vorwärts bewegen, auch im metaphorischen Sinne
weidergoen	VRB	weitergehen	sich entwickeln, sich fortsetzen	vill Kanner wollte wëssen, wéi déi spannend Geschicht weidergeet 	sich vorwärts bewegen, auch im metaphorischen Sinne
weidergoen	VRB	weitergehen	weiterführen, verlaufen, reichen	hei geet de Wee net méi weider 	sich vorwärts bewegen, auch im metaphorischen Sinne
weiderhin	ADV	weiterhin	auch zukünftig	dat Theema bleift weiderhin aktuell 	weiter entfernt, insbesondere räumlich oder zeitlich
weiderkommen	VRB	weiterkommen	Fortschritte machen	d'Kanner brauchen eng gutt Allgemengbildung, fir am Liewe weiderzekommen 	sich stetig bilden oder anhäufen
weiderkommen	VRB	weiterkommen	sich nach vorne bewegen	wéinst dem Schnéi si mer nëmme lues weiderkomm 	sich stetig bilden oder anhäufen
weiderverfollegen	VRB	weiterverfolgen	fortführen	dacks verfollegt de Parquet esou Plainten net weider 	nach (einem Unglück usw.) weiterbestehen
weiderverfollegen	VRB	weiterverfolgen	beibehalten	d'Campagne „Chauffer fir den Owend“ ass e flott Konzept, dat och an Zukunft muss weiderverfollegt ginn 	nach (einem Unglück usw.) weiterbestehen
weiderverfollegen	VRB	weiterverfolgen	beobachten	et ass interessant, déi Entwécklung weiderzeverfollegen 	nach (einem Unglück usw.) weiterbestehen
weiderverzielen	VRB	weitererzählen	fortfahren zu erzählen	so mol näischt a looss hien (d'Geschicht) weiderverzielen ! 	den Besitz übergeben oder übertragen
weiderverzielen	VRB	weitererzählen	weitersagen	dat gëtt net weiderverzielt ! 	den Besitz übergeben oder übertragen
weiderzielen	VRB	weitererzählen	fortfahren zu erzählen	hal dech emol zeréck a looss hien (d'Geschicht) weiderzielen ! 	den Besitz übergeben oder übertragen
weiderzielen	VRB	weitererzählen	weitersagen	dat gëtt net weidergezielt ! 	den Besitz übergeben oder übertragen
wéidoen	VRB	wehtun	körperlich	looss dat Messer lass a gëff mir et, ier s de nach engem wéigedoen hues ! 	Schmerzen haben
wéidoen	VRB	wehtun	seelisch	et war net meng Absicht, der wéizedoe mat menger Bemierkung 	Schmerzen haben
weien	VRB	wiegen	abwiegen, das Gewicht feststellen	d'Vendeuse huet d'Ham mam Pabeier gewien 	das Gewicht von
wéien	VRB	wiegen	ein Kind	de Papp huet de Bëbee an de Schlof gewéit 	in einer Wiege oder wie in einer Wiege halten oder legen
wéini	ADV	wann	zu welchem Zeitpunkt	wéini bass de erëm? 	verwendet, um eine Frage nach der Zeit oder dem Zeitpunkt einzuleiten
wéini	ADV	wann	unter welchen Bedingungen	wéini muss een eng extra Geneemegung ufroen? 	unter welcher Bedingung, mit welcher Voraussetzung
Weis	SUBST	Weise	Melodie	dee Refrain erënnert mech un d'Weis vun engem ale Vollekslidd 	eine Folge von Tönen, die eine charakteristische Sequenz bilden
weisen	VRB	zeigen	sehen lassen	ech weisen der de Plang vum Haus, fir datt s de der kanns eng Iddi dervu maachen 	Jemanden etwas sehen lassen.
weisen	VRB	sich zeigen	erscheinen	déi éischt Schnéigläckelcher weisen sech 	gezeigt werden oder sich als solche erweisen
weisen	VRB	zeigen	ausstellen	et ass net duergaange mat der Plaz, fir am Musée déi ganz Kollektioun ze weisen 	Sich als etwas erweisen, offenbaren.
weisen	VRB	zeigen	senden, vorführen	dee Sender weist ze vill Reklammen 	Sich als etwas erweisen, offenbaren.
weisen	VRB	zeigen	zum Ausdruck bringen	weis emol e bësse méi Begeeschterung bei der Aarbecht! 	Sich als etwas erweisen, offenbaren.
weisen	VRB	zeigen	hervortreten lassen	d'Bluttanalys huet gewisen , datt de Sportler sech gedoppt hat 	Sich als etwas erweisen, offenbaren.
weisen	VRB	zeigen	einen Wert	d'Auer weist d'Zäit 	Sich als etwas erweisen, offenbaren.
Weisheet	SUBST	Weisheit	Klugheit, Erfahrung	elo sinn ech mat menger Weisheet um Enn 	die Eigenschaft, klug und vernünftig zu sein
Weisheet	SUBST	Weisheit	weiser Spruch, Lebensweisheit	ech hu mer e Kalenner mat Weisheeten aus aller Welt kaaft 	die Eigenschaft, klug und vernünftig zu sein
Wëld	SUBST	Wild	Tiere	d'Kläpper dreiwen de Jeeër d'Wëld virun d'Flënt 	Fleisch von Hirschen, das als Nahrungsmittel verwendet wird
Wëld	SUBST	Wild	Fleisch	déi meescht Restauranten hunn am Hierscht Wëld op hirer Kaart 	Fleisch von Hirschen, das als Nahrungsmittel verwendet wird
wëll	ADJ	wild	ungezähmt	déi do Kaz kënnt net bei dech, se ass wëll 	hemmungslos und gewalttätig
wëll	ADJ	wild	ungestüm	d'Kanner waren haut esou wëll , ech krut se net gebändegt 	wild und bedrohlich
wëll	ADJ	wild	ungestüm	d'Leit hunn sech op de Buffet gestierzt ewéi déi Wëll op d'Banannen 	wild und bedrohlich
Well	SUBST	Welle	Bewegung, Form	am Stuerm ware meterhéich Wellen um Mier 	eine sich drehende Stange, die Kraft oder Bewegung überträgt
Well	SUBST	Welle	Ausbreitung einer Schwingung	den Techniker huet d'Intensitéit vun den elektromagnéitesche Welle gemooss 	eine wellenförmige Kurve
Well	SUBST	Welle	größere Menge	der Ministesch hir Aussoen hunn eng Well vu Protester ausgeléist 	eine wellenförmige Kurve
wëllen	VRB	wollen	verlangen	de Chef wëllt , datt mir haut méi laang schaffen 	(gewöhnlich Plural) ein höflicher Ausdruck des Wunsches nach dem Wohlergehen von jemandem
wëllen	VRB	wollen	wünschen	ech wéilt , et wier scho Vakanz! 	(gewöhnlich Plural) ein höflicher Ausdruck des Wunsches nach dem Wohlergehen von jemandem
wëllen	VRB	wollen	die Absicht haben zu, den Wunsch haben zu	trotz staarke Protester wëllt d'Regierung un der Reform festhalen 	(gewöhnlich Plural) ein höflicher Ausdruck des Wunsches nach dem Wohlergehen von jemandem
wëllen	VRB	wollen	behaupten	hie wëllt e grousse Spezialist sinn 	(gewöhnlich Plural) ein höflicher Ausdruck des Wunsches nach dem Wohlergehen von jemandem
wëlles	ADV	vorhaben	beabsichtigen	meng Frëndin huet wëlles , sech fir d'Gemengewalen opzesetzen 	in den Mittelpunkt stellen oder ausrichten; konvergieren oder konvergieren lassen; von Ideen oder Gefühlen
wëlles	ADV	vorhaben	beabsichtigen	dee Lausbouf huet bestëmmt eng wëlles 	in den Mittelpunkt stellen oder ausrichten; konvergieren oder konvergieren lassen; von Ideen oder Gefühlen
Wëllkar	SUBST	Buchweizen	Heidekorn	de Bauer zillt ausser dem Weess och nach Wëllkar 	zu Mehl gemahlenes Getreide
Welt	SUBST	Welt	Universum	vill Leit gleewen haut nach drun, datt den Herrgott d'Welt a siwen Deeg erschafen huet 	der 3. Planet von der Sonne; der Planet, auf dem wir leben
Welt	SUBST	Welt	Teil des Universums	d'Astronome sichen no neie Welten am Universum 	der 3. Planet von der Sonne; der Planet, auf dem wir leben
Welt	SUBST	Welt	Erde	mir brauchen net bis un d'Enn vun der Welt ze fueren, heiheem ass et och schéin 	ein Teil der Erde, der separat betrachtet werden kann
Welt	SUBST	Welt	Menschheit	esou eng Erfindung huet d'Welt bis elo net gesinn 	der 3. Planet von der Sonne; der Planet, auf dem wir leben
weltlech	ADJ	weltlich	nicht geistlich	kierchlech a weltlech Autoritéiten hunn un de Feierlechkeeten deelgeholl 	charakteristisch für die weltliche Welt im Gegensatz zur geistlichen Welt oder dieser gewidmet
Wendung	SUBST	Wendung	Veränderung	déi Geschicht huet zum Schluss eng Wendung geholl, mat där kee gerechent hat 	(nautisch) der Akt der Änderung der Richtung
Wénk	SUBST	Wink	Hinweis	hien huet mer e Wénk ginn, an ech hunn direkt verstanen 	eine kurze schriftliche Aufzeichnung
Wénkel	SUBST	Winkel	geometrische Form	bei engem Dräieck ass d'Zomm vun de Wénkelen ëmmer 180 Grad 	ein L-förmiger Metallbügel
Wénkel	SUBST	Winkel	Ecke, Platz	d'Police huet all Wénkel vum Haus duerchsicht 	ein Abstand
Wénkel	SUBST	Winkel	Blickwinkel, Blickfeld	de Futtballist huet missen aus engem onméigleche Wénkel schéissen 	ein Abstand
werfen	VRB	werfen	schleudern	werf de Ball esou wäit, wéi s de kanns! 	eine Bremse betätigen oder schleudern, um
werfen	VRB	werfen	Junge zur Welt bringen	d'Sau huet zwielef Fierkel geworf 	mit Gewalt werfen
werfen	VRB	sich werfen	sich verziehen	de Parquet huet sech wéinst der Fiichtegkeet geworf 	Seine ursprüngliche Form verlieren.
wëschen	VRB	wegwischen	reiben	wësch d'Grimmele vum Dësch 	durch Abwischen entfernen
wëschen	VRB	wischen	laufen	elo just ass eng Maus ënner de Schaf gewëscht 	mit oder wie mit einem Wischmopp waschen oder wischen
wëssen	VRB	wissen	Kenntnisse haben	eise Professer weess vill iwwer déi griichesch Mythologie 	das Wesen oder die Bedeutung einer Sache kennen und begreifen
wëssen	VRB	wissen	Kenntnis haben	wësst Dir, wou heierëmmer eng Apdikt ass? 	das Wesen oder die Bedeutung einer Sache kennen und begreifen
wëssen	VRB	wissen	sich sicher sein	ech weess net, ob ech d'Kaffismaschinn ausgemaach hunn 	akzeptieren, dass (jemand) das ist, was behauptet wird, oder seine Macht und Autorität akzeptieren
wëssen	VRB	wissen	sich erinnern	ech weess net méi, wat ech him deemools geschenkt hat 	das Wesen oder die Bedeutung einer Sache kennen und begreifen
wëssen	VRB	wissen zu	verstehen	hie weess sech ze behuelen 	die Aufmerksamkeit von
Westen	SUBST	Westen	Himmelsrichtung	d'Sonn geet am Osten op an am Westen ënner 	die Region der Vereinigten Staaten, die westlich des Mississippi liegt
Westen	SUBST	Westen	westlicher Teil	um Radio hu se fir de Weste vum Land Donnerwiedere gemellt 	die Region der Vereinigten Staaten, die westlich des Mississippi liegt
westlech	ADJ	westlich	die Himmelsrichtung betreffend	de Wand bléist aus westlecher Richtung 	sich nach Westen bewegend
westlech	ADJ	westlich	nach westlicher Art	a villen asiatesche Länner ass westlech Musek populär 	sich nach Westen bewegend
wetten	VRB	wetten	in einer Wette	wat wette mer, datt ech d'Mëtt vun der Zilscheif geroden? 	benutzen oder bewegen
wetten	VRB	wetten	sicher sein	mäi Brudder huet ëmmer Verspéidung, ech wetten , en daucht och haut net matzäit op! 	benutzen oder bewegen
wetten	VRB	wetten	bei einem Buchmacher	fir bei enger Reitcourse ze wetten , muss de groussjäreg sinn 	benutzen oder bewegen
