lemma,pos,en_word,en_definition,de_word,de_definition,fr_word,fr_definition,sentence,code,wn_definition_en,confidence_en,wn_definition_de,confidence_de,wn_definition_fr,confidence_fr,wn_definition,definition_language,confidence,gloss
bosseg,ADJ,funny,strange,komisch,,bizarre,,mir ware schonn an déi eng oder aner bosseg Affär verwéckelt ,BOSSEG1UNI1,,,im Tonfall geschickt amüsant,0.711209774017334,,,im Tonfall geschickt amüsant,de,0.711209774017334,Komesch oder ongewéinlech; net wéi gewinnt a schwéier ze verstoen oder anzeschätzen.
Boun,SUBST,bean,edible seed,Bohne,"Schoteninhalt, Samen",haricot,graine comestible,"ech hunn e Pak Boune kaaft, fir e Cassoulet ze maachen ",BOUN1UNI2,any of various leguminous plants grown for their edible seeds and pods,0.7028473615646362,,,,,any of various leguminous plants grown for their edible seeds and pods,en,0.7028473615646362,"Iessbare Som vun enger Bounplanz, meeschtens an enger Schot, deen als Geméis oder als Zutat a ville Platen benotzt gëtt."
Bouquet,SUBST,bouquet,bunch of flowers,Blumenstrauß,,bouquet,assemblage de fleurs,den Invité huet der Damm vum Haus e Bouquet iwwerreecht ,BOUQUET1UNI1,an arrangement of flowers that is usually given as a present,0.6880010366439819,,,an arrangement of flowers that is usually given as a present,0.6880010366439819,an arrangement of flowers that is usually given as a present,en,0.6880010366439819,"Zesummegestallte Bunch vu geschniddene Blummen, dacks dekorativ gebonnen a fir ze verschenken oder ze dekoréieren."
bréngen,VRB,to deliver,to hand over,bringen,abliefern,apporter,porter chez quelqu'un,eisen Noper bréngt eis haut eng Kouert Holz ,BRENGEN1UNI1,to surrender someone or something to another,0.6330147981643677,,,,,to surrender someone or something to another,en,0.6330147981643677,Eppes oder een un eng aner Persoun iwwerreechen oder ofginn.
bréngen,VRB,to publish,,bringen,Medien,publier,,d'Zeitung bréngt muer en Artikel iwwer den Tourismus hei am Land ,BRENGEN1UNI3,have (one's written work) issued for publication,0.6232256889343262,,,,,have (one's written work) issued for publication,en,0.6232256889343262,Eppes oder een op eng bestëmmte Plaz transportéieren oder dohinner féieren; eppes matbréngen oder zoustellen.
Briquet,SUBST,lighter,,Feuerzeug,,briquet,,"ech hunn e Briquet , fir d'Käerzen unzefänken ",BRIQUET1UNI1,,,handliches Gerät zur Erzeugung einer Flamme,0.6383599042892456,,,handliches Gerät zur Erzeugung einer Flamme,de,0.6383599042892456,"Klengt Handapparat fir e Feier unzemaachen, meeschtens mat Gas oder Bensin, dat eng Flam oder e Funken produzéiert."
Bud,SUBST,stall,,Bude,"Verkaufsstelle, Jahrmarktsbude",baraque,"de marchand, de forain",an der Vakanz verkeeft d'Studentin Fritten an enger Bud ,BUD1UNI1,,,ein kleiner Laden auf einem Jahrmarkt; zum Verkauf von Waren oder zur Unterhaltung,0.6379199028015137,,,ein kleiner Laden auf einem Jahrmarkt; zum Verkauf von Waren oder zur Unterhaltung,de,0.6379199028015137,"Knospe vun enger Planz, aus där Blieder oder Bléien entstinn."
Chardonnay,SUBST,Chardonnay,wine,Chardonnay,Wein,chardonnay,vin,vun all de Wäiner hunn ech de Chardonnay am léifsten ,CHARDONNAY1UNI2,white wine grape,0.6916118264198303,,,,,white wine grape,en,0.6916118264198303,"Eng wäiss Drauwenzort a Wäisswäin aus där, bekannt fir hir villfälteg Stiler a fir Aromen, déi jee no Ausbau vu frësch a fruuchteg bis hin zu méi räich a bottereg kënne reechen."
Checkup,SUBST,(medical) check-up,,Check-up,,check-up,,mat 50 Joer hunn ech mir e kompletten Checkup beim Hausdokter gefrot ,CHECKUP1UNI1,,,,,a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person,0.6842378377914429,a thorough physical examination; includes a variety of tests depending on the age and sex and health of the person,fr,0.6842378377914429,"Medizinesch Kontrolluntersuchung, bei där den allgemengen Gesondheetszoustand iwwerpréift gëtt."
Cheemikerin,SUBST,(female) chemist,scientist,Chemikerin,,chimiste,femme,si schafft als Cheemikerin an engem Laboratoire ,CHEEMIKERIN1UNI1,,,,,a scientist who specializes in chemistry,0.7194474339485168,a scientist who specializes in chemistry,fr,0.7194474339485168,"Eng Cheemikerin ass eng Wëssenschaftlerin, déi sech mat der Chimie beschäftegt an d’Zesummesetzung, d’Eegeschaften an d’Reaktioune vu Stoffer ënnersicht."
Chimist,SUBST,chemist,scientist,Chemiker,,chimiste,,hie schafft als Chimist an engem Laboratoire ,CHIMIST1UNI1,a scientist who specializes in chemistry,0.7194473743438721,"ein Wissenschaftler, der auf Chemie spezialisiert ist",0.7356921434402466,a scientist who specializes in chemistry,0.7194474339485168,a scientist who specializes in chemistry,en,0.7194473743438721,"Persoun, déi wëssenschaftlech Fuerschung mécht an duerch Experimenter an Analysen nei Erkenntnisser gewënnt."
Commemoratiounsfeier,SUBST,commemoration,ceremony,Gedenkfeier,,cérémonie commémorative,,"de leschte Sonndeg war eng Commemoratiounsfeier , fir un d'Enn vum Krich ze erënneren ",COMMEMORATIOUNSFEIER1UNI1,a ceremony to honor the memory of someone or something,0.6579349637031555,,,,,a ceremony to honor the memory of someone or something,en,0.6579349637031555,"Eng feierlech Zeremonie, déi ofgehale gëtt, fir un eng Persoun, en Evenement oder e wichtegt Datum ze erënneren an et ze gedenken."
completéieren,VRB,to complete,,vervollständigen,,compléter,,eis Memberslëscht misst completéiert ginn ,COMPLETEIEREN1UNI1,complete or carry out,0.6369469165802002,,,,,complete or carry out,en,0.6369469165802002,"Eppes fäerdeg maachen oder ofschléissen, andeems een all néideg Deeler oder Schrëtt derbäisetzt, sou datt et komplett ass."
Concessionnaire,SUBST,dealer,concessionaire,Vertragshändler,,concessionnaire,intermédiaire de vente,"fir Ersatzstécker hues de besser, du gees direkt bei de Concessionnaire ",CONCESSIONNAIRE1UNI1,,,,,someone who holds or operates a concession,0.7533397674560547,someone who holds or operates a concession,fr,0.7533397674560547,"Eng Persoun oder eng Firma, déi vun enger Autoritéit oder vun engem Hiersteller d’Recht kritt huet, e bestëmmte Service oder e bestëmmt Produkt exklusiv oder ënner festgeluechte Konditiounen ze bedreiwen oder ze verkafen."
Conjonctivite,SUBST,conjunctivitis,,Konjunktivitis,,conjonctivite,,"mäin A hält net op mat bäissen, ech wäert jo keng Conjonctivite hunn! ",CONJONCTIVITE1UNI1,inflammation of the conjunctiva of the eye,0.7848104238510132,,,,,inflammation of the conjunctiva of the eye,en,0.7848104238510132,"Entzündung vun der Bindehaut (Konjunktiva) vum A, déi dacks Roudheet, Jucken, Brennen, Tréinen a Sekretioun verursaacht a kann duerch Viren, Bakterien, Allergien oder Reizstoffer ausgeléist ginn."
Convocatioun,SUBST,summons,to appear in court,Vorladung,,convocation,au tribunal,wéinst där luscher Affär kruten si eng Convocatioun fir op d'Geriicht ,CONVOCATIOUN1UNI1,,,"eine Aufforderung, anwesend zu sein",0.6679842472076416,,,"eine Aufforderung, anwesend zu sein",de,0.6679842472076416,"Offiziell Opruffung oder Virluedung, fir viru Geriicht ze erschéngen."
crossen,VRB,to run,,rennen,düsen,courir,foncer,d'Kanner crossen duerch de Bësch ,CROSSEN1UNI1,,,,,run or move very quickly or hastily,0.6034024953842163,run or move very quickly or hastily,fr,0.6034024953842163,"Eng Kräizung oder Iwwerschneidung vun zwou Linnen, Weeër oder Elementer; och: d’Aktioun, eppes ze kräizen oder ze iwwerschreiden."
Cyberkriminalitéit,SUBST,cybercrime,,Cyberkriminalität,,cybercriminalité,,"well den Internet vun ëmmer méi Leit genotzt gëtt, hëlt d'Cyberkriminalitéit zou ",CYBERKRIMINALITEIT1UNI1,crime committed using a computer and the internet to steal a person's identity or sell contraband or stalk victims or disrupt operations with malevolent programs,0.688884437084198,,,crime committed using a computer and the internet to steal a person's identity or sell contraband or stalk victims or disrupt operations with malevolent programs,0.688884437084198,crime committed using a computer and the internet to steal a person's identity or sell contraband or stalk victims or disrupt operations with malevolent programs,en,0.688884437084198,"Kriminalitéit, déi iwwer Computeren, Netzwierker oder den Internet ausgeüübt gëtt, wéi z. B. Hacking, Dateklau, Online-Bedruch oder d’Verbreedung vu schiedlecher Software."
Damm,SUBST,lady,woman,Dame,Frau,dame,femme,"et ass eng Damm un der Dier, déi mat dir wëllt schwätzen ",DAMM2UNI1,,,Eine weibliche Person.,0.7752695679664612,,,Eine weibliche Person.,de,0.7752695679664612,Erwuessen weiblech Persoun.
Deel,SUBST,part,component,Teil,Komponente eines Ganzen,partie,composante d'un tout,d'Maschinn gëtt aus vill verschiddenen Deeler zesummegebaut ,DEEL1UNI1,,,"eine in sich geschlossene Komponente (Einheit oder Gegenstand), die in Kombination mit anderen Komponenten verwendet wird",0.6141446828842163,,,"eine in sich geschlossene Komponente (Einheit oder Gegenstand), die in Kombination mit anderen Komponenten verwendet wird",de,0.6141446828842163,"E Bestanddeel oder Element vun engem Ganzen, dat eng bestëmmte Funktioun oder Roll am Zesummenhank huet."
Deformatioun,SUBST,distortion,,Entstellung,,déformation,"falsification, altération",dësen Artikel ass eng Deformatioun vun der Wouerecht ,DEFORMATIOUN1UNI1,a shape resulting from distortion,0.6072301864624023,,,,,a shape resulting from distortion,en,0.6072301864624023,"Verännerung oder Verformung vun der ursprénglecher Form oder Struktur vun eppes, dacks duerch Drock, Zuch, Hëtzt, Krankheet oder aner Aflëss."
defteg,ADJ,nourishing,,deftig,nahrhaft,nourrissant,,haut de Mëtteg hunn ech en deftegen Ierzebulli giess ,DEFTEG1UNI1,of or providing nourishment,0.6934592127799988,reichlich und mit Genuss konsumieren,0.6734435558319092,of or providing nourishment,0.6934592127799988,of or providing nourishment,en,0.6934592127799988,"Adjektiv fir eppes oder een, dat/déi uerdentlech, propper a gutt gemaach ass; och am Sënn vu respektabel oder zimmlech."
Demokratie,SUBST,democracy,political concept,Demokratie,politisches Prinzip,démocratie,doctrine politique,d'Demokratie garantéiert alle Bierger déi selwecht Grondrechter ,DEMOKRATIE1UNI1,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,0.6413434743881226,,,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,0.6413434743881226,a political system in which the supreme power lies in a body of citizens who can elect people to represent them,en,0.6413434743881226,"Politescht System, an deem d’Muecht vum Vollek ausgeet an d’Biergerinnen a Bierger duerch fräi a fair Walen (direkt oder iwwer Vertrieder) un de politeschen Decisiounen deelhuelen, mat Schutz vu Grondrechter a Rechtsstaatlechkeet."
Dënschdeg,SUBST,Tuesday,,Dienstag,,mardi,,de Laboratoire huet mech leschten Dënschdeg ugeruff ,DENSCHDEG1UNI1,,,der dritte Tag der Woche; der zweite Arbeitstag,0.6326940059661865,,,der dritte Tag der Woche; der zweite Arbeitstag,de,0.6326940059661865,"Den zweeten Dag vun der Woch, tëscht Méindeg a Mëttwoch."
Depart,SUBST,departure,,Abfahrt,Fahrtbeginn,départ,action de partir,den Depart vum Zuch ass ëm aacht Auer ,DEPART1UNI2,the act of departing,0.7572749257087708,,,the act of departing,0.7572749257087708,the act of departing,en,0.7572749257087708,E Fortgoen oder Ofrees vun enger Persoun oder engem Gefier vun enger Plaz; den Zäitpunkt oder d’Aktioun vum Verloossen.
Deputéierten,SUBST,deputy,,Abgeordneter,,député,parlementaire,deen neien Deputéierten ass haut an der Chamber vereedegt ginn ,DEPUTEIERTEN1UNI1,,,"jemand, der Mitglied einer gesetzgebenden Versammlung ist",0.6260969638824463,,,"jemand, der Mitglied einer gesetzgebenden Versammlung ist",de,0.6260969638824463,"Gewielte Vertrieder am Parlament, deen d’Bierger vertrëtt a bei der Gesetzgebung a politesche Decisiounen matwierkt."
Deserteur,SUBST,deserter,,Deserteur,,déserteur,,am Krich goufen Deserteure schwéier bestrooft ,DESERTEUR1UNI1,a person who abandons their duty (as on a military post),0.6286681890487671,,,a person who abandons their duty (as on a military post),0.6286681890487671,a person who abandons their duty (as on a military post),en,0.6286681890487671,"Persoun, déi aus dem Militär oder aus enger anerer verpflichtender Déngschtleeschtung fortleeft an domat hir Pflicht opgëtt."
deshydratéieren,VRB,to dehydrate,lose water from the body,dehydrieren,,se déshydrater,,"well am Alter dat natierlecht Duuschtgefill noléisst, besteet de Risiko, datt Patienten deshydratéieren ",DESHYDRATEIEREN1UNI1,lose water or moisture,0.7912765741348267,,,,,lose water or moisture,en,0.7912765741348267,"Waasser aus dem Kierper verléieren, sou datt en net méi genuch Flëssegkeet huet."
Diskrepanz,SUBST,,,Diskrepanz,,divergence,différence,et gëtt eng grouss Diskrepanz tëschent deenen zwee Zeien hiren Aussoen ,DISKREPANZ1UNI1,,,Missverhältnis zwischen zwei Dingen oder Personen,0.6901904940605164,,,Missverhältnis zwischen zwei Dingen oder Personen,de,0.6901904940605164,"Ën Ënnerscheed oder eng Ofwäichung tëscht zwou Saachen, besonnesch tëscht deem, wat erwaart oder behaapt gëtt, an deem, wat tatsächlech de Fall ass."
Dominikanerin,SUBST,Dominican,female person from the Dominican Republic,Domikanerin,,Dominicaine,,meng bescht Frëndin ass Dominikanerin ,DOMINIKANERIN1UNI1,a native or inhabitant of the Dominican Republic,0.7095760107040405,,,,,a native or inhabitant of the Dominican Republic,en,0.7095760107040405,Weiblech Persoun aus der Dominikanescher Republik.
Donnerwieder,SUBST,thunderstorm,,Gewitter,,orage,,"hënt war e schwéiert Donnerwieder , et huet un engem Stéck gedonnert a geblëtzt ",DONNERWIEDER1UNI1,a storm resulting from strong rising air currents; heavy rain or hail along with thunder and lightning,0.6142566204071045,,,,,a storm resulting from strong rising air currents; heavy rain or hail along with thunder and lightning,en,0.6142566204071045,"Ausruff oder Bezeechnung fir e staarkt Donnerwieder, also e Wieder mat Donner a Blëtzer."
Dréchent,SUBST,drought,,Trockenheit,,sécheresse,période sèche,wéinst der Dréchent gëtt et dëst Joer net vill Drauwen ,DRECHENT1UNI1,a shortage of rainfall,0.6303082704544067,,,a shortage of rainfall,0.6303082704544067,a shortage of rainfall,en,0.6303082704544067,"Zoustand oder Period, an där et iwwer eng méi laang Zäit kaum oder guer net reent an de Buedem an d’Vegetatioun staark ausdreschnen."
dréien,VRB,to turn,to rotate,sich drehen,rotieren,tourner,être en rotation,"wat d'Loft méi bléist, wat d'Wandmille méi séier dréit ",DREIEN1UNI4,accomplish by rotating,0.7542656660079956,,,,,accomplish by rotating,en,0.7542656660079956,"Eppes ronderëm seng Achs oder an eng aner Richtung beweegen, sou datt et sech ëmdréint oder d’Orientatioun ännert."
dréien,VRB,to make a U-turn,,drehen,,tourner,,de Chauffer huet matzen an der Strooss gedréit ,DREIEN1UNI8,,,zum Drehen bringen,0.7292373776435852,,,zum Drehen bringen,de,0.7292373776435852,"Beweegung maachen, bei där een eppes oder sech selwer ëm eng Achs oder an eng aner Richtung ëmdréit; eppes wend oder rotéiere loossen."
dribséileg,ADJ,miserable,,trübselig,,triste,,op hirer Feier war eng dribséileg Stëmmung ,DRIBSEILEG1UNI1,very unhappy; full of misery,0.7563549280166626,,,,,very unhappy; full of misery,en,0.7563549280166626,"Dribséileg: esou beschafen oder gestëmmt, datt een sech schwaach, onwuel a liicht krank fillt; kränklech, matt a wackeleg."
duerchfueren,VRB,to snap,,reißen,entzweigehen,se déchirer,en deux,d'Seel ass duerchgefuer ,DUERCHFUEREN1UNI3,put in play with a snap,0.6200412511825562,,,,,put in play with a snap,en,0.6200412511825562,Mat engem Gefier duerch eng Plaz oder Streck fueren; eng Rees oder e Parcours maachen.
duerchwuess,ADJ,mediocre,,durchwachsen,mittelmäßig,médiocre,,op der Betribsfeier war eng duerchwuesse Stëmmung ,DUERCHWUESS1UNI2,poor to middling in quality,0.6209439635276794,,,poor to middling in quality,0.6209439039230347,poor to middling in quality,en,0.6209439635276794,"Fleeschstéck (besonnesch Schwéngsfleesch), dat aus ofwiesselnde Schichte vu magerem Fleesch a Fett besteet; och: esou duerchzunn a gemëscht (vu Fett a Fleesch)."
editéieren,VRB,to publish,,herausgeben,veröffentlichen,éditer,"publier, faire paraître",den Institut huet en neit Buch editéiert ,EDITEIEREN1UNI1,have (one's written work) issued for publication,0.6232256889343262,,,,,have (one's written work) issued for publication,en,0.6232256889343262,"En Text, Bild oder aner Dokument iwwerschaffen an no enger bestëmmter Norm fir d’Publikatioun virbereeden, z. B. duerch Korrektur, Strukturéierung an Upassung vum Inhalt."
Eeërdëppchen,SUBST,,,Eierbecher,,coquetier,petite coupe,kanns de mer en Eeërdëppche fir mäin Zappee ginn? ,EEERDEPPCHEN1UNI1,,,"Geschirr, bestehend aus einer kleinen Tasse zum Servieren eines gekochten Eies",0.7090628743171692,,,"Geschirr, bestehend aus einer kleinen Tasse zum Servieren eines gekochten Eies",de,0.7090628743171692,"Klengt, ronn Geméis aus der Äerd (eng kleng Gromper)."
Eefällegkeet,SUBST,trifle,little thing,Kleinigkeit,Belanglosigkeit,bêtise,broutille,du kanns net fir all Eefällegkeet bei den Dokter goen ,EEFALLEGKEET1UNI2,something of small importance,0.6518142819404602,,,something of small importance,0.651814341545105,something of small importance,en,0.6518142819404602,"Eng kleng, onwichteg Saach oder Detail; eng Bagatell."
