lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr	wn_definition	definition_language	confidence	lux_definition
Tumeur	SUBST	tumour		Tumor		tumeur		den Dokter huet him déi guttaarteg Tumeur operéiert 	TUMEUR1UNI1	an abnormal new mass of tissue that serves no purpose	0.6007725596427917			an abnormal new mass of tissue that serves no purpose	0.6007725596427917	an abnormal new mass of tissue that serves no purpose	English	0.6007725596427917	eng ongewéinlech nei Mass vu Gewëss, déi kee Sënn huet
Tumor	SUBST	tumour		Tumor		tumeur		den Dokter huet him dee guttaartegen Tumor operéiert 	TUMOR1UNI1	an abnormal new mass of tissue that serves no purpose	0.6007725596427917			an abnormal new mass of tissue that serves no purpose	0.6007725596427917	an abnormal new mass of tissue that serves no purpose	English	0.6007725596427917	eng ongewéinlech nei Wuesstem vu Gewëss, deen kee Sënn huet
tuneesesch	ADJ	Tunisian		tunesisch		tunisien		op eiser Rees hu mir déi tuneesesch Kultur kenne geléiert 	TUNEESESCH1UNI1	of or relating to Tunisia or its inhabitants	0.6253066062927246			of or relating to Tunisia or its inhabitants	0.6253066062927246	of or relating to Tunisia or its inhabitants	English	0.6253066062927246	a Bezuch op Tunesien oder seng Awunner betreffend
Tuneesier	SUBST	Tunisian		Tunesier		Tunisien		mäi beschte Frënd ass Tuneesier 	TUNEESIER1UNI1	a native or inhabitant of Tunisia	0.6783545613288879			a native or inhabitant of Tunisia	0.6783545613288879	a native or inhabitant of Tunisia	English	0.6783545613288879	eng Persoun, déi aus Tunesien staamt oder do wunnt
Tunis	NP	Tunis		Tunis		Tunis		Tunis ass d'Haaptstad vun Tunesien 	TUNIS1UNI1	the capital and principal port of Tunisia	0.6636291742324829					the capital and principal port of Tunisia	English	0.6636291742324829	d’Haaptstad an den Haaptmieresport vun Tunesien
turbulent	ADJ	turbulent		turbulent	lebhaft, stürmisch	turbulent		de Schoulmeeschter huet dëst Joer eng turbulent Klass 	TURBULENT1UNI1	(of a liquid) agitated vigorously; in a state of turbulence	0.6253752112388611					(of a liquid) agitated vigorously; in a state of turbulence	English	0.6253752112388611	(vun enger Flëssegkeet) staark a wëlleg a Beweegung bruecht; an engem Zoustand vu staarker Onrou
Turkmeen	SUBST	Turkmen		Turkmene		Turkmène		mäi beschte Frënd ass Turkmeen 	TURKMEEN1UNI1	the Turkic language spoken by the Turkoman	0.6589553952217102			the Turkic language spoken by the Turkoman	0.6589553356170654	the Turkic language spoken by the Turkoman	English	0.6589553952217102	déi tierkesch Sprooch, déi vun den Turkomane geschwat gëtt
Turnéier	SUBST	tournament	sports competition	Turnier	Sportwettkampf	tournoi	compétition sportive	déi jonk Tennisspillerin huet hiren éischten Turnéier gewonnen 	TURNEIER1UNI1	a sporting competition in which contestants play a series of games to decide the winner	0.6731427907943726	das Ergebnis eines Spiels oder eines Wettbewerbs	0.651841402053833	a sporting competition in which contestants play a series of games to decide the winner	0.6731427907943726	a sporting competition in which contestants play a series of games to decide the winner	English	0.6731427907943726	eng sportlech Competitioun, bei där d’Participanten eng Rei vu Matcher spillen, fir de Gewënner ze bestëmmen
Turner	SUBST	gymnast		Turner		gymnaste	qui pratique la gymnastique artistique	den Turner ka beim Championnat net untrieden, well en sech um Barre verletzt huet 	TURNER1UNI1	an athlete who is skilled in gymnastics	0.8150883913040161			an athlete who is skilled in gymnastics	0.8150883913040161	an athlete who is skilled in gymnastics	English	0.8150883913040161	e Sportler, dee sech gutt an der Gymnastik auskennt
Turnsall	SUBST	gym	gymnasium	Turnhalle		salle des sports		a ville Schoule gëtt den Turnsall och als Festsall benotzt 	TURNSALL1UNI1	athletic facility equipped for sports or physical training	0.675628662109375					athletic facility equipped for sports or physical training	English	0.675628662109375	sportlech Ariichtung, déi mat Material fir Sport oder kierperlecht Training ausstafféiert ass
Tusch	SUBST	Indian ink		Tusche		encre de Chine		dee Karikaturist schafft am léifste mat Tusch 	TUSCH2UNI1					a black liquid ink used for printing or writing or drawing	0.6096210479736328	a black liquid ink used for printing or writing or drawing	English	0.6096210479736328	eng schwaarz flësseg Faarf, déi fir d’Drécken, d’Schreiwen oder d’Zeechne benotzt gëtt
Tusch	SUBST	mascara		Wimperntusche		mascara		wéi d'Fra sech d'Tréinen ofgewëscht hat, war d'Tusch verschmiert 	TUSCH2UNI2	makeup that is used to darken and thicken the eye lashes	0.7055896520614624					makeup that is used to darken and thicken the eye lashes	English	0.7055896520614624	Schminkmëttel, dat benotzt gëtt, fir d’Wimperen méi donkel a méi déck ze maachen
Tuschbic	SUBST	felt-tip pen		Filzstift		(crayon) feutre		d'Kand krut gejaut, well et mam Tuschbic op d'Tapéit gemoolt hat 	TUSCHBIC1UNI1			ein Stift mit einer Schreibspitze aus Filz (Handelsname Magic Marker)	0.6041707992553711			ein Stift mit einer Schreibspitze aus Filz (Handelsname Magic Marker)	German	0.6041707992553711	e Stëft mat enger Schreifspëtzt aus Filz (Handelsnumm Magic Marker)
Tuschfaarf	SUBST	felt-tip pen		Filzstift		(crayon) feutre		am Gank hänke Biller, déi d'Kanner mat Tuschfaarwe gemoolt hunn 	TUSCHFAARF1UNI1			ein Stift mit einer Schreibspitze aus Filz (Handelsname Magic Marker)	0.6041707992553711			ein Stift mit einer Schreibspitze aus Filz (Handelsname Magic Marker)	German	0.6041707992553711	e Stëft mat enger Schreifspëtzt aus Filz (Handelsnumm Magic Marker)
Tuschstëft	SUBST	felt-tip pen		Filzstift		(crayon) feutre		d'Kand krut gejaut, well et mam Tuschstëft op d'Tapéit gemoolt hat 	TUSCHSTEFT1UNI1			ein Stift mit einer Schreibspitze aus Filz (Handelsname Magic Marker)	0.6041707992553711			ein Stift mit einer Schreibspitze aus Filz (Handelsname Magic Marker)	German	0.6041707992553711	e Stëft mat enger Schreifspëtzt aus Filz (Handelsnumm Magic Marker)
Tussi	SUBST	bird	girlfriend	Tussi	Freundin	nana	petite amie	mengem Brudder seng nei Tussi ass mer net sympathesch 	TUSSI1UNI2					the girlfriend of a gangster	0.6069937944412231	the girlfriend of a gangster	English	0.6069937944412231	d’Frëndin vun engem Gangster
Tutelle	SUBST	guardianship		Vormundschaft		tutelle		d'Grousselteren hunn d'Tutelle iwwer hir Enkelkanner kritt 	TUTELLE1UNI1	the responsibility of a guardian or keeper	0.7225104570388794					the responsibility of a guardian or keeper	English	0.7225104570388794	d’Verantwortung vun enger Persoun, déi sech ëm een aneren këmmert an en ënner hirem Schutz huet
TVA	SUBST	VAT		Mehrwertsteuer		T.V.A.		weess du, wéi vill TVA ee muss op Bicher bezuelen? 	TVA1UNI1			eine Steuer, die auf den Kosten des gekauften Gegenstandes basiert und direkt vom Käufer erhoben wird	0.6157056093215942			eine Steuer, die auf den Kosten des gekauften Gegenstandes basiert und direkt vom Käufer erhoben wird	German	0.6157056093215942	eng Steier, déi sech no de Käschte vum kafte Géigestand riicht a direkt beim Keefer agezu gëtt
ubannen	VRB	to tie	with a cord	anbinden		attacher	à l'aide d'une corde, d'une ficelle	ëm dës Zäit ginn d'Riewen an de Wéngerten ugebonnen 	UBANNEN1UNI2			verbinden oder verknüpfen	0.7745980620384216			verbinden oder verknüpfen	German	0.7745980620384216	mat eppes a Verbindung bréngen oder zesummeknäppen
ubauen	VRB	to cultivate	plants, crops	anbauen	in großem Umfang anpflanzen	cultiver	planter, semer, faire pousser	de Landwirtschaftsministère hätt gär, datt an den nächste Jore méi Biogeméis ugebaut gëtt 	UBAUEN1UNI1	prepare for crops	0.6637310981750488					prepare for crops	English	0.6637310981750488	de Buedem fir d’Uplanze vu Kulturen virbereeden
ubidden	VRB	to offer	for acceptance or rejection	anbieten		proposer à		de jonke Mann huet enger eelerer Damm seng Plaz ugebueden 	UBIDDEN1UNI1	present for acceptance or rejection	0.7356148958206177	Für den Verkauf verfügbar machen.	0.6132364869117737			present for acceptance or rejection	English	0.7356148958206177	fir unzehuelen oder ofzeleenen virleeën
ubiedelen	VRB	to entreat		anbetteln		supplier		d'Kanner hunn d'Mamm ugebiedelt , fir nach e bëssen däerfen d'Televisioun ze kucken 	UBIEDELEN1UNI1	ask for or request earnestly	0.6049734950065613	zum Betteln bringen	0.7733408212661743			ask for or request earnestly	English	0.6049734950065613	instänneg froen oder ufroen
üblech	ADJ	customary		üblich		d'usage		no den übleche Riede gouf en Éierewäin zerwéiert 	UBLECH1UNI1	commonly used or practiced; usual	0.6317537426948547					commonly used or practiced; usual	English	0.6317537426948547	dacks benotzt oder ausgeüübt; gewéinlech
uechten	VRB	to respect	to hold in high regard	achten		respecter	considérer avec respect	Paschtéier a Schoulmeeschtere goufe fréier méi geuecht ewéi haut 	UECHTEN1UNI1	regard highly; think much of	0.6781001091003418					regard highly; think much of	English	0.6781001091003418	héich schätzen; vill vun engem halen
Uecht ginn	VRB	to watch		aufpassen auf	beaufsichtigen	garder		de Bopi huet de ganze Mëtteg op d'Kanner Uecht ginn 	UECHTGINN1UNI2			als Obhut annehmen	0.802685558795929			als Obhut annehmen	German	0.802685558795929	ënner seng Betreiung huelen
Ueleg	SUBST	oil	lubricant	Öl	Schmiermittel	huile	lubrifiant	kuck no, ob nach genuch Ueleg am Motor ass! 	UELEG1UNI1					oil used to lubricate the moving parts of a motor	0.678259015083313	oil used to lubricate the moving parts of a motor	English	0.678259015083313	Ueleg, dat benotzt gëtt, fir déi beweeglech Deeler vun engem Motor ze schméieren
Uelegbild	SUBST	oil painting		Ölbild		peinture à l'huile	œuvre d'art	mir hunn eis Uelegbiller nei arumme gelooss 	UELEGBILD1UNI1					oil paint containing pigment that is used by an artist	0.69005286693573	oil paint containing pigment that is used by an artist	English	0.69005286693573	Uelegfaarf mat Faarfstoff, déi vun engem Kënschtler benotzt gëtt
Uelegfaarf	SUBST	oil paint		Ölfarbe		peinture à l'huile	substance	mir kruten am Owescours gewisen, wéi ee mat Uelegfaarf moolt 	UELEGFAARF1UNI1					oil paint containing pigment that is used by an artist	0.7258321046829224	oil paint containing pigment that is used by an artist	English	0.7258321046829224	Uelegbaséiert Faarf mat Faarfstoff, déi vun engem Kënschtler benotzt gëtt
Uelegtablo	SUBST	oil painting		Ölgemälde		peinture à l'huile	œuvre d'art	mir hunn eis Uelegtabloen nei arumme gelooss 	UELEGTABLO1UNI1					oil paint containing pigment that is used by an artist	0.69005286693573	oil paint containing pigment that is used by an artist	English	0.69005286693573	Uelegfaarf mat Faarfstoff, déi vun engem Kënschtler benotzt gëtt
Uerden	SUBST	(religious) order		Orden	religiöse Gemeinschaft	ordre (religieux)		déi dräi Schwëstere goufe feierlech an hiren Uerden opgeholl 	UERDEN1UNI1			eine Gruppe von Personen, die unter einer religiösen Regel leben	0.6173417568206787			eine Gruppe von Personen, die unter einer religiösen Regel leben	German	0.6173417568206787	eng Grupp vu Leit, déi no enger reliéiser Reegel liewen
uerdentlech	ADJ	respectable		ordentlich	korrekt, angemessen	convenable		d'Eltere wënschen sech, datt hir Kanner en uerdentleche Beruff léieren 	UERDENTLECH1UNI3			im richtigen Verhältnis stehend	0.6348763108253479			im richtigen Verhältnis stehend	German	0.6348763108253479	am richtege Bezuch zueinander stoend
uerdentlech	ADJ	ordinary	regular	ordentlich	planmäßig	ordinaire	prévu	dëst Joer hate mer niewent der uerdentlecher Generalversammlung och nach eng ausseruerdentlech 	UERDENTLECH1UNI8			planmäßig und konsequent	0.7063043713569641			planmäßig und konsequent	German	0.7063043713569641	no Plang a konsequent
uerdentlech	ADJ	tidy		ordentlich	aufgeräumt	(bien) rangé		bei dir am Büro ass et ëmmer esou schéin uerdentlech ! 	UERDENTLECH1UNI9	(of hair) neat and tidy	0.6902821660041809					(of hair) neat and tidy	English	0.6902821660041809	(vun Hoer) propper a gutt gekämmt
Uerder	SUBST	order	instruction	Befehl		ordre	instruction	de Generol huet dem Majouer (den) Uerder ginn, d'Stad unzegräifen 	UERDER1UNI1			etwas, das befohlen wird	0.6670302748680115			etwas, das befohlen wird	German	0.6670302748680115	eppes, dat ugewisen gëtt
uerg	ADJ	mean	disagreeable	böse		méchant	désagréable, agressif	Kanner mat uergen Eltere sinn net ze beneiden 	UERG1UNI2			allgemein: sehr negativ; nicht gut	0.646126389503479			allgemein: sehr negativ; nicht gut	German	0.646126389503479	am Allgemengen: ganz negativ; net gutt
Uergelspiller	SUBST	organist		Orgelspieler		organiste		den Uergelspiller huet déi nei Uergel probéiert 	UERGELSPILLER1UNI1	a person who plays an organ	0.7289862036705017	eine Person, die eine Orgel spielt	0.7061547040939331	a person who plays an organ	0.7289862036705017	a person who plays an organ	English	0.7289862036705017	eng Persoun, déi eng Uergel spillt
Uert	SUBST	village		Ort	Ortschaft	hameau		mir hu laang Zäit an engem klengen Uert bei der Grenz gewunnt 	UERT1UNI2			eine allgemeine Umgebung	0.6623598337173462			eine allgemeine Umgebung	German	0.6623598337173462	eng allgemeng Ëmgéigend
Uewen	SUBST	oven	for food	Ofen	Backofen	four	pour aliments	an enger hallwer Stonn musse mer de Gratin aus dem Uewen huelen 	UEWEN2UNI2			Küchengerät, das zum Backen oder Braten verwendet wird	0.7304035425186157			Küchengerät, das zum Backen oder Braten verwendet wird	German	0.7304035425186157	Kichegerät, dat fir ze baken oder ze broden benotzt gëtt
uewenop	ADV	upstairs		oben	in einem höheren Stockwerk	en haut	à un étage supérieur	wat ass dat fir en Zodi uewenop ? 	UEWENOP1UNI1	on a floor above	0.6778716444969177					on a floor above	English	0.6778716444969177	op engem Stack driwwer
Uewepäif	SUBST	stovepipe		Ofenrohr		tuyau de poêle		wann d'Brennholz net dréchen ass, verknaschten d'Uewepäifen zimmlech séier 	UEWEPAIF1UNI1	chimney consisting of a metal pipe of large diameter that is used to connect a stove to a flue	0.6422054767608643			chimney consisting of a metal pipe of large diameter that is used to connect a stove to a flue	0.6422054767608643	chimney consisting of a metal pipe of large diameter that is used to connect a stove to a flue	English	0.6422054767608643	Kamäin, deen aus engem Metallrouer mat groussem Duerchmiesser besteet an dofir benotzt gëtt, fir en Uewen un e Kamäinschacht unzeschléissen
Uewerschenkel	SUBST	thigh		Oberschenkel		cuisse	partie de la jambe	beim Wäitsprong hunn ech mer eng Seen am lénksen Uewerschenkel gezerrt 	UEWERSCHENKEL1UNI1	the part of the leg between the hip and the knee	0.6736472845077515			the part of the leg between the hip and the knee	0.6736472845077515	the part of the leg between the hip and the knee	English	0.6736472845077515	deen Deel vum Been tëscht der Hëft an dem Knéi
Ufank	SUBST	start	moment	Anfang	Zeitpunkt	début	moment	fir den Ufank vun de Solde waren d'Kleederbutteker voller Leit 	UFANK1UNI1			der Zeitpunkt, an dem etwas beginnen soll	0.6905899047851562			der Zeitpunkt, an dem etwas beginnen soll	German	0.6905899047851562	de Moment, wou eppes ufänke soll
ufänken	VRB	to start		beginnen		commencer		ier s de deng Ried ufänks , muss de der Gehéier verschafen 	UFANKEN1UNI1			etwas in Gang setzen, etwas starten, etwas anfangen	0.7253237366676331			etwas in Gang setzen, etwas starten, etwas anfangen	German	0.7253237366676331	eppes a Laf setzen, eppes starten, mat eppes ufänken
ufechten	VRB	to appeal		anfechten		faire appel de		d'Affekotin huet hirem Client geroden, d'Urteel unzefechten 	UFECHTEN1UNI1	challenge (a decision)	0.6216474771499634					challenge (a decision)	English	0.6216474771499634	eng Entscheedung a Fro stellen
uféieren	VRB	to lead	to walk at the head of	anführen	vorangehen	mener	marcher en tête de	d'Majoretten hunn de Cortège ugeféiert 	UFEIEREN2UNI1			sich vor anderen bewegen; anderen vorausgehen	0.6415054202079773			sich vor anderen bewegen; anderen vorausgehen	German	0.6415054202079773	sech virun anere beweegen; aneren virausgoen
Ufer	SUBST	bank		Ufer		rive		d'Ufer vum Floss gëtt mat Bëtongsmauere stabiliséiert 	UFER1UNI1	a building in which the business of banking transacted	0.6062802076339722					a building in which the business of banking transacted	English	0.6062802076339722	e Gebai, an deem d’Geschäfter vun enger Finanzinstitutioun ofgewéckelt ginn
ufiichten	VRB			anfeuchten		humecter		viru sengem Asaz fiicht den Trompettist seng Lëpsen un 	UFIICHTEN1UNI1			befeuchten oder beschmutzen	0.7195854187011719			befeuchten oder beschmutzen	German	0.7195854187011719	naass maachen oder dreckeg maachen
ufrënnen	VRB	to make friends with		sich anfreunden mit	Freundschaft schließen mit	se lier d'amitié avec		ech hu mech séier mat mengen neie Schoulkomeroden ugefrënnt 	UFRENNEN1UNI2					become friends with	0.7019385099411011	become friends with	English	0.7019385099411011	mat engem eng Frëndschaft ufänken
ufroen	VRB	to request		beantragen		solliciter		de Journalist huet eng Entrevue bei der Ministesch ugefrot 	UFROEN1UNI1	express the need or desire for; ask for	0.6669383645057678			plead or ask for earnestly	0.6061699390411377	express the need or desire for; ask for	English	0.6669383645057678	de Besoin oder de Wonsch no eppes ausdrécken; no eppes froen
ufuerderen	VRB	to request		anfordern		demander		de Parquet huet sämtlech Dossieren iwwer déi Enquête ugefuerdert 	UFUERDEREN1UNI2	express the need or desire for; ask for	0.6669383645057678	den Bedarf oder Wunsch nach	0.7506968975067139	order, request, or command to come	0.6287590265274048	express the need or desire for; ask for	English	0.6669383645057678	de Besoin oder de Wonsch no eppes ausdrécken; no eppes froen
Ufuerderung	SUBST	demand		Anforderung	Anspruch, Forderung	exigence	attente(s)	an dëser Schoul ginn héich Ufuerderungen un d'Kanner gestallt 	UFUERDERUNG1UNI1			Anspruch, Forderung an jemandes Leistung o.Ä.	0.8574469089508057			Anspruch, Forderung an jemandes Leistung o.Ä.	German	0.8574469089508057	Usproch, Fuerderung un d’Leeschtung vun engem oder eppes Änleches
Ugander	SUBST	Ugandan		Ugander		Ougandais		mäi beschte Frënd ass Ugander 	UGANDER1UNI1	a native or inhabitant of Uganda	0.7671935558319092			a native or inhabitant of Uganda	0.7671935558319092	a native or inhabitant of Uganda	English	0.7671935558319092	eng Persoun, déi aus Uganda staamt oder do wunnt
ugandesch	ADJ	Ugandan		ugandisch		ougandais		op eiser Rees hu mir déi ugandesch Kultur kenne geléiert 	UGANDESCH1UNI1	of or relating to or characteristic of Uganda or its people	0.624713122844696			of or relating to or characteristic of Uganda or its people	0.624713122844696	of or relating to or characteristic of Uganda or its people	English	0.624713122844696	vun oder am Zesummenhang mat Uganda oder senge Leit, oder typesch dofir
ugoen	VRB	to tackle	a subject, a difficulty	angehen	in Angriff nehmen, herangehen an	s'attaquer à	aborder	hien ass dee Sujet ganz kompetent ugaangen 	UGOEN1UNI1			etwas in Gang setzen, etwas starten, etwas anfangen	0.6025354862213135			etwas in Gang setzen, etwas starten, etwas anfangen	German	0.6025354862213135	eppes a Beweegung setzen, eppes starten, eppes ufänken
ugoen	VRB	to catch	fire	angehen	anfangen zu brennen	(commencer à) brûler		d'Feier geet net un , d'Holz ass ze fiicht 	UGOEN1UNI7	start burning	0.6032309532165527					start burning	English	0.6032309532165527	ufänken ze brennen
Ugräifer	SUBST	aggressor		Angreifer		agresseur		op der Grenz hunn d'Zaldoten d'Ugräifer ofgewiert 	UGRAIFER1UNI1			jemand, der angreift	0.6380529403686523			jemand, der angreift	German	0.6380529403686523	eng Persoun, déi en Ugrëff mécht
Ugrëff	SUBST	attack	military	Angriff	Kampfhandlung	attaque	militaire	dee Staat plangt scho laang e militäreschen Ugrëff op säin Nopeschland 	UGREFF1UNI1			der Akt des Angreifens	0.6664156913757324			der Akt des Angreifens	German	0.6664156913757324	den Akt, fir unzegräifen
Ugrëff	SUBST	attack	criticism	Angriff	Anfeindung	attaque	incrimination	am Walkampf kënnt et ëmmer erëm zu perséinlechen Ugrëff géint eenzel Kandidaten 	UGREFF1UNI2	strong criticism	0.7125606536865234			strong criticism	0.7125604152679443	strong criticism	English	0.7125606536865234	haart Kritik
ukënnegen	VRB	to announce		hindeuten auf		annoncer	laisser présager	déi däischter Wolleke kënnege Reen un 	UKENNEGEN1UNI2	announce publicly or officially	0.6840318441390991					announce publicly or officially	English	0.6840318441390991	eppes ëffentlech oder offiziell bekannt ginn
Ukënnegung	SUBST	announcement	of a future event	Ankündigung	Bekanntmachung	annonce	d'un événement à venir	bis elo ass et just bei der Ukënnegung vu sengem Récktrëtt bliwwen 	UKENNEGUNG1UNI1			Unterrichtung durch Worte	0.6742475032806396			Unterrichtung durch Worte	German	0.6742475032806396	Matdeele mat Wierder
Ukrainer	SUBST	Ukrainian		Ukrainer		Ukrainien		mäi beschte Frënd ass Ukrainer 	UKRAINER1UNI1	the Slavic language spoken in the Ukraine	0.6686484813690186			the Slavic language spoken in the Ukraine	0.6686484813690186	the Slavic language spoken in the Ukraine	English	0.6686484813690186	déi slawesch Sprooch, déi an der Ukrain geschwat gëtt
ukrämpen	VRB	to attach		ankoppeln		attacher		op der Grenz gouf nach e Waggon ugekrämpt 	UKRAMPEN1UNI1	cause to be attached	0.7286033034324646					cause to be attached	English	0.7286033034324646	bewierken, datt eppes uppeschtgemaach gëtt
ukucken	VRB	to look at		ansehen	den Blick richten auf	regarder		hien huet seng Frëndin verwonnert ugekuckt 	UKUCKEN1UNI1			mit Aufmerksamkeit beobachten	0.7372144460678101			mit Aufmerksamkeit beobachten	German	0.7372144460678101	mat Opmierksamkeet observéieren
ukuerbelen	VRB	to boost		ankurbeln	anregen, in Schwung bringen	stimuler		d'Politiker iwwerleeën, wéi een d'Wirtschaft kann ukuerbelen 	UKUERBELEN1UNI1	give a boost to; be beneficial to	0.6891928911209106					give a boost to; be beneficial to	English	0.6891928911209106	eng Opwäertung ginn; fir eppes gutt sinn
ulackelen	VRB			anlocken		attirer		de Kanner hir Limonad lackelt d'Harespelen un 	ULACKELEN1UNI1			locken und fangen	0.6290672421455383			locken und fangen	German	0.6290672421455383	ulackelen an afänken
uleeën	VRB	to invest		anlegen	investieren	placer	investir	mir hunn d'Suen aus eiser Ierfschaft a Fongen ugeluecht 	ULEEEN1UNI3	make an investment	0.7508330941200256					make an investment	English	0.7508330941200256	eng Geldanlag maachen
uleien	VRB	to touch		in Berührung sein mit	berühren	toucher		de Parquet däerf net widder der Mauer uleien , soss kann d'Holz net schaffen 	ULEIEN1UNI2	be in direct physical contact with; make contact	0.620204508304596					be in direct physical contact with; make contact	English	0.620204508304596	a direktem kierperleche Kontakt mat eppes hunn; Kontakt hierstellen
Ultraschall	SUBST	ultrasound scan		Echografie	Untersuchung	échographie	examen médical	wéinst dem Verdacht op e Moschwier huet d'Doktesch mech an den Ultraschall geschéckt 	ULTRASCHALL1UNI2					an image of a structure that is produced by ultrasonography (reflections of high-frequency sound waves); used to observe fetal growth or to study bodily organs	0.6061009764671326	an image of a structure that is produced by ultrasonography (reflections of high-frequency sound waves); used to observe fetal growth or to study bodily organs	English	0.6061009764671326	e Bild vun enger Struktur, dat duerch eng Ënnersichung mat Reflexioune vu ganz héichfrequente Schallwelle gemaach gëtt; benotzt fir d’Entwécklung vun engem Ongebuerene ze iwwerwaachen oder fir Kierperorganer ze ënnersichen
Uluecht	SUBST	way	behaviour	Art und Weise	Verhaltensweise	façon de faire		meng Elteren erreeche mat hirer Uluecht , datt de Besuch sech wuel fillt 	ULUECHT1UNI2			eine Art zu handeln oder sich zu verhalten	0.8089202642440796			eine Art zu handeln oder sich zu verhalten	German	0.8089202642440796	eng Aart a Weis ze handelen oder sech ze behuelen
umaachen	VRB	to fix		anbringen		fixer	attacher	ech hu menger Mamm niewent der Bidden e Grëff ugemaach , fir datt se sech kann unhalen 	UMAACHEN1UNI1			anheften oder befestigen	0.6668011546134949			anheften oder befestigen	German	0.6668011546134949	ubréngen oder festmaachen
unanime	ADJ	unanimous		einstimmig		unanime		et gouf haut fir d'éischte Kéier eng unanime Meenung an eiser Kommissioun 	UNANIME1UNI1			in völliger Übereinstimmung	0.7337421178817749			in völliger Übereinstimmung	German	0.7337421178817749	a kompletter Aklang
Undenken	SUBST	souvenir		Andenken	Erinnerungsstück	souvenir	objet	dës gëlle Brosch ass en Undenken u meng Groussmamm 	UNDENKEN1UNI2			etwas, das ins Gedächtnis zurückgerufen wird	0.6351213455200195			etwas, das ins Gedächtnis zurückgerufen wird	German	0.6351213455200195	eppes, dat erëm an d’Erënnerung geruff gëtt
undoen	VRB	to dress	to clothe	anziehen		habiller	vêtir	de Papp huet d'Kanner gutt waarm ugedoen 	UNDOEN1UNI2	provide with clothes or put clothes on	0.6215096116065979			provide with clothes or put clothes on	0.6215096116065979	provide with clothes or put clothes on	English	0.6215096116065979	mat Kleeder versuergen oder Kleeder undoen
undreiwen	VRB	to boost		ankurbeln		stimuler	animer	de Konsum dreift d'Ekonomie un 	UNDREIWEN1UNI3	give a boost to; be beneficial to	0.6891928911209106					give a boost to; be beneficial to	English	0.6891928911209106	eng Ënnerstëtzung ginn; e Virdeel bréngen
uneegnen	VRB	to acquire	knowledge, skills	sich etwas aneignen	Wissen, Können	assimiler quelque chose	des connaissances, du savoir-faire	d'Employéë musse reegelméisseg Formatioune maachen, fir sech nei Kompetenzen unzëeegnen 	UNEEGNEN1UNI1	gain knowledge or skills	0.7058629393577576					gain knowledge or skills	English	0.7058629393577576	Wëssen oder Fäegkeeten dobäikréien
uneneegeroden	VRB	to clash		aneinandergeraten	handgreiflich	en venir aux mains		am Fussball kënne Fanne vu béiden Ekippe schonn emol uneneegeroden 	UNENEEGERODEN1UNI1	be incompatible; be or come into conflict	0.6158198118209839					be incompatible; be or come into conflict	English	0.6158198118209839	net zesumme passen; am Widdersproch stoen oder geroden
unerkennen	VRB	to recognize		anerkennen	beglaubigen	reconnaître	homologuer	Ären auslänneschen Diplom gëtt hei am Land net unerkannt 	UNERKENNEN1UNI2			Beglaubigungsschreiben ausstellen an	0.6705647110939026			Beglaubigungsschreiben ausstellen an	German	0.6705647110939026	e Beglaabegungsschreiwes ausschreiwen un﻿
unerkennen	VRB	to acknowledge	to accept legitimacy	anerkennen	durch Legitimation	reconnaître	admettre comme légitime	de Mann huet d'Kand (als säint) mussen unerkennen 	UNERKENNEN1UNI5	accept (someone) to be what is claimed or accept his power and authority	0.6718461513519287					accept (someone) to be what is claimed or accept his power and authority	English	0.6718461513519287	eenzemmen, datt (een) dat ass, wat behaapt gëtt, oder seng Muecht an Autoritéit als gülteg unhuelen
Unerkennung	SUBST	recognition	appreciation	Anerkennung	Würdigung	reconnaissance	appréciation	all d'Mataarbechterinnen an d'Mataarbechter verdéngen eis Unerkennung 	UNERKENNUNG1UNI2			die Achtung, die einer Person entgegengebracht wird	0.6158270835876465			die Achtung, die einer Person entgegengebracht wird	German	0.6158270835876465	d’Wäertschätzung, déi enger Persoun entgéintbruecht gëtt
Ungar	SUBST	Hungarian		Ungar		Hongrois		mäi beschte Frënd ass Ungar 	UNGAR1UNI1	a native or inhabitant of Hungary	0.6226985454559326					a native or inhabitant of Hungary	English	0.6226985454559326	eng Persoun, déi aus Ungarn staamt oder do wunnt
unhalen	VRB	to stop	to keep from moving	anhalten	zum Stehen bringen	arrêter	stopper, empêcher d'avancer	d'Police huet bei enger Kontroll all Auto ugehalen 	UNHALEN1UNI1			zum abrupten Stillstand bringen	0.7330657243728638			zum abrupten Stillstand bringen	German	0.7330657243728638	op eemol zum Stoe bréngen
unhalen	VRB	to last	to continue	anhalten		continuer		wéi et schéngt, soll dat schlecht Wieder nach e puer Deeg unhalen 	UNHALEN1UNI4					continue moving forward	0.6009035706520081	continue moving forward	English	0.6009035706520081	weider no vir goen
unhalen	VRB	to hold		halten		(main)tenir		kanns de mer d'Leeder unhalen , wann ech Äppel plécken? 	UNHALEN1UNI6	have or hold in one's hands or grip	0.6795527338981628					have or hold in one's hands or grip	English	0.6795527338981628	eppes an de Hänn oder am Grëff halen
